WellId,API,Date,Oil,Gas,Water,State,County,Field,Operator,Days,DailyOil,DailyGas,DailyWater
0bcc9e07-248f-4533-8b36-b79a340c413b,3002543673,1/1/2018 12:00:00 AM,9935,14558,37134,New Mexico,LEA,WC-025 G-06 S263319P,CHEVRON U S A INC,9,1104,1618,4126
b563fa43-6dff-43ae-9c5a-6287df3a96ef,3002543675,1/1/2018 12:00:00 AM,11125,16598,42305,New Mexico,LEA,WC-025 G-06 S263319P,CHEVRON U S A INC,9,1236,1844,4701
20c3956f-4712-48e1-a0b6-24194bc93e29,3001543690,1/1/2018 12:00:00 AM,4647,16223,80287,New Mexico,EDDY,PURPLE SAGE,"CHISHOLM ENERGY OPERATING, LLC",22,211,737,3649
4cdaedc4-9844-448b-991a-76da7e1d0293,3002544123,1/1/2018 12:00:00 AM,1250,1423,301,New Mexico,LEA,MALJAMAR,"CML EXPLORATION, LLC",12,104,119,25
703b4f78-af7e-40f0-a0e3-6fb9dd2205a0,3001543999,1/1/2018 12:00:00 AM,10702,7907,25179,New Mexico,EDDY,N. SEVEN RIVERS,COG OPERATING LLC,22,486,359,1145
85f88048-142e-4b8d-9a94-c6623b6cb933,3002542116,1/1/2018 12:00:00 AM,17,4306,164006,New Mexico,LEA,VACUUM,CONOCOPHILLIPS COMPANY,31,1,139,5291
1ef1ccfc-5c9b-43e9-b2fc-cd1bddc2549a,33053070610000,1/1/2018 12:00:00 AM,2373,5006,5788,North Dakota,MC KENZIE,,"CONTINENTAL RESOURCES, INC.",6,396,834,965
2a5e5a33-dd4d-49f0-b41e-db043b07f4d2,33053078230000,1/1/2018 12:00:00 AM,822,1758,3634,North Dakota,MC KENZIE,,"CONTINENTAL RESOURCES, INC.",4,206,440,909
00595df1-52de-4c90-9af7-a0911113c34c,33025029680000,2/1/2018 12:00:00 AM,10136,11053,53185,North Dakota,DUNN,,"CONTINENTAL RESOURCES, INC.",28,362,395,1899
00595df1-52de-4c90-9af7-a0911113c34c,33025029680000,1/1/2018 12:00:00 AM,8370,8312,48628,North Dakota,DUNN,,"CONTINENTAL RESOURCES, INC.",24,349,346,2026
36e8b51f-32c5-45bb-9e79-0c281b833865,33053068220000,1/1/2018 12:00:00 AM,792,871,1027,North Dakota,MC KENZIE,,"CONTINENTAL RESOURCES, INC.",7,113,124,147
a49790bf-b4b2-4558-8813-07f3f072ad93,33025029690000,2/1/2018 12:00:00 AM,7183,7150,48438,North Dakota,DUNN,,"CONTINENTAL RESOURCES, INC.",28,257,255,1730
a49790bf-b4b2-4558-8813-07f3f072ad93,33025029690000,1/1/2018 12:00:00 AM,5903,5731,50313,North Dakota,DUNN,,"CONTINENTAL RESOURCES, INC.",24,246,239,2096
2e852d7a-bea1-4e3c-9f93-01df39214ec1,33053068210000,1/1/2018 12:00:00 AM,1709,3881,591,North Dakota,MC KENZIE,,"CONTINENTAL RESOURCES, INC.",9,190,431,66
5eae641d-4f6a-41ba-b5c7-78af15b3029e,33053070620000,1/1/2018 12:00:00 AM,1584,2660,3424,North Dakota,MC KENZIE,,"CONTINENTAL RESOURCES, INC.",6,264,443,571
3753191c-0b63-4381-a7a7-ef5aceea585e,33053068200000,2/1/2018 12:00:00 AM,0,0,0,North Dakota,MC KENZIE,,"CONTINENTAL RESOURCES, INC.",0,0,0,0
3753191c-0b63-4381-a7a7-ef5aceea585e,33053068200000,1/1/2018 12:00:00 AM,1903,3881,666,North Dakota,MC KENZIE,,"CONTINENTAL RESOURCES, INC.",5,381,776,133
9f6a2f53-ae29-449f-9176-caeae3ced40c,35063246890000,1/1/2018 12:00:00 AM,0,52457,0,Oklahoma,HUGHES,,CORTERRA ENERGY OPERATING LLC,31,0,1692,0
52d0444b-7635-4fe5-b18b-a2c99c7d1ab6,4304753939,1/1/2018 12:00:00 AM,375,0,609,Utah,UINTAH,,CRESCENT POINT ENERGY U.S. CORP,31,12,0,20
83680e3f-b140-4d0c-a982-d1a614edc307,4304755121,1/1/2018 12:00:00 AM,18424,10874,16941,Utah,UINTAH,,CRESCENT POINT ENERGY U.S. CORP,31,594,351,546
56bd1da6-e7b7-45d9-a701-d0d76b18154b,4304754038,1/1/2018 12:00:00 AM,10952,5323,28955,Utah,UINTAH,,CRESCENT POINT ENERGY U.S. CORP,24,456,222,1206
67feb3cf-5c18-4a67-81ad-16c9165d23f3,4304755380,1/1/2018 12:00:00 AM,15779,8325,16471,Utah,UINTAH,,CRESCENT POINT ENERGY U.S. CORP,31,509,269,531
dd6df63b-ae53-491f-9497-15b817bfb173,4304755791,1/1/2018 12:00:00 AM,5112,2362,10630,Utah,UINTAH,,CRESCENT POINT ENERGY U.S. CORP,31,165,76,343
d17fd455-dce3-42f9-987c-99ace4789b35,4304754037,1/1/2018 12:00:00 AM,11883,1276,35299,Utah,UINTAH,,CRESCENT POINT ENERGY U.S. CORP,27,440,47,1307
b709449c-230a-4282-8973-1e4bf0759f5e,4301351078,1/1/2018 12:00:00 AM,6544,0,2021,Utah,DUCHESNE,,CRESCENT POINT ENERGY U.S. CORP,27,242,0,75
e10165a7-0e1f-4aef-b560-909743941134,33105042840000,2/1/2018 12:00:00 AM,419,122,1753,North Dakota,WILLIAMS,,CRESCENT POINT ENERGY U.S. CORP.,28,15,4,63
6b019cfa-1b03-4834-aff2-412bcd95cf58,33105042850000,2/1/2018 12:00:00 AM,0,0,598,North Dakota,WILLIAMS,,CRESCENT POINT ENERGY U.S. CORP.,3,0,0,199
1c05612b-23d3-4276-a5ad-266bf57ae269,33105041300000,2/1/2018 12:00:00 AM,419,122,1753,North Dakota,WILLIAMS,,CRESCENT POINT ENERGY U.S. CORP.,28,15,4,63
5d445147-0b75-4718-8c4f-74113b1398c0,33105040890000,2/1/2018 12:00:00 AM,52,52,631,North Dakota,WILLIAMS,,CRESCENT POINT ENERGY U.S. CORP.,28,2,2,23
b2d32f11-6448-4d18-ab2d-35ac0a428028,33105042860000,2/1/2018 12:00:00 AM,57,61,598,North Dakota,WILLIAMS,,CRESCENT POINT ENERGY U.S. CORP.,28,2,2,21
86e025f7-e72e-41ba-89f7-398c498f6ebf,3002543252,1/1/2018 12:00:00 AM,656,64,2700,New Mexico,LEA,TEAS,"LEGACY RESERVES OPERATING, LP",18,36,4,150
f6bd0987-635d-42be-ad38-4b476a6eeb9b,3002543250,1/1/2018 12:00:00 AM,1273,87,819,New Mexico,LEA,TEAS,"LEGACY RESERVES OPERATING, LP",3,424,29,273
a920e9a2-d3c5-4c39-951e-525c743d0528,3001544499,1/1/2018 12:00:00 AM,329,346,4638,New Mexico,EDDY,CROW FLATS,MACK ENERGY CORP,7,47,49,663
8b507aa5-0891-4459-ad3b-ca1c1c843a2d,33025032670000,1/1/2018 12:00:00 AM,11991,9909,0,North Dakota,DUNN,,MARATHON OIL COMPANY,7,1713,1416,0
eeda931f-f41b-4efc-9296-8e9317ad3ef0,33025032700000,2/1/2018 12:00:00 AM,38142,38621,0,North Dakota,DUNN,,MARATHON OIL COMPANY,16,2384,2414,0
eeda931f-f41b-4efc-9296-8e9317ad3ef0,33025032700000,1/1/2018 12:00:00 AM,4608,5851,0,North Dakota,DUNN,,MARATHON OIL COMPANY,4,1152,1463,0
22ec4810-0269-472d-9351-8e128c6cec84,33053065180000,2/1/2018 12:00:00 AM,11489,20378,14619,North Dakota,MC KENZIE,,MARATHON OIL COMPANY,15,766,1359,975
22ec4810-0269-472d-9351-8e128c6cec84,33053065180000,1/1/2018 12:00:00 AM,14898,24077,4777,North Dakota,MC KENZIE,,MARATHON OIL COMPANY,23,648,1047,208
bf2e07c3-43d5-4c96-b7b8-ed30d3ba4cb6,33025032940000,2/1/2018 12:00:00 AM,35695,23970,35355,North Dakota,DUNN,,MARATHON OIL COMPANY,17,2100,1410,2080
bf2e07c3-43d5-4c96-b7b8-ed30d3ba4cb6,33025032940000,1/1/2018 12:00:00 AM,61186,38209,17719,North Dakota,DUNN,,MARATHON OIL COMPANY,21,2914,1819,844
5bf3c1e1-598b-4f04-9323-c2b750e8b8f7,33025032690000,2/1/2018 12:00:00 AM,39843,43196,0,North Dakota,DUNN,,MARATHON OIL COMPANY,27,1476,1600,0
5bf3c1e1-598b-4f04-9323-c2b750e8b8f7,33025032690000,1/1/2018 12:00:00 AM,732,782,0,North Dakota,DUNN,,MARATHON OIL COMPANY,3,244,261,0
221db1e1-fd93-4a4f-b610-4d90876c5f1b,33025032930000,2/1/2018 12:00:00 AM,25950,15564,21247,North Dakota,DUNN,,MARATHON OIL COMPANY,14,1854,1112,1518
221db1e1-fd93-4a4f-b610-4d90876c5f1b,33025032930000,1/1/2018 12:00:00 AM,26905,19516,0,North Dakota,DUNN,,MARATHON OIL COMPANY,11,2446,1774,0
845c014b-e978-48bd-bae1-be2534cac8ce,33025032680000,2/1/2018 12:00:00 AM,34028,31470,2695,North Dakota,DUNN,,MARATHON OIL COMPANY,17,2002,1851,159
845c014b-e978-48bd-bae1-be2534cac8ce,33025032680000,1/1/2018 12:00:00 AM,4290,4574,0,North Dakota,DUNN,,MARATHON OIL COMPANY,4,1073,1144,0
34e06e8e-a7f2-45dd-8e7b-9feb18011fe8,3001543869,1/1/2018 12:00:00 AM,8860,20110,24655,New Mexico,EDDY,PURPLE SAGE,MARATHON OIL PERMIAN LLC,27,328,745,913
11cf397e-98f8-413e-a017-cd3d8e1f1634,3001542733,1/1/2018 12:00:00 AM,9164,21984,32864,New Mexico,EDDY,PURPLE SAGE,MARATHON OIL PERMIAN LLC,27,339,814,1217
22977fc2-ac43-4926-9afd-c8448b5b40c7,3001542732,1/1/2018 12:00:00 AM,9347,24812,42774,New Mexico,EDDY,PURPLE SAGE,MARATHON OIL PERMIAN LLC,25,374,992,1711
84554e7f-ba8d-45c9-be3b-4719846a0fb4,33053074120000,1/1/2018 12:00:00 AM,23320,1364,9302,North Dakota,MC KENZIE,,XTO ENERGY INC.,15,1555,91,620
69736304-67ba-4cdf-9b93-ff70205ad962,33053074130000,2/1/2018 12:00:00 AM,14063,13750,21168,North Dakota,MC KENZIE,,XTO ENERGY INC.,9,1563,1528,2352
69736304-67ba-4cdf-9b93-ff70205ad962,33053074130000,1/1/2018 12:00:00 AM,12619,1087,0,North Dakota,MC KENZIE,,XTO ENERGY INC.,7,1803,155,0
361ddfc6-472d-44b2-90d5-8f58a2056d8e,33053074160000,2/1/2018 12:00:00 AM,0,0,0,North Dakota,MC KENZIE,,XTO ENERGY INC.,0,0,0,0
361ddfc6-472d-44b2-90d5-8f58a2056d8e,33053074160000,1/1/2018 12:00:00 AM,27492,2248,10043,North Dakota,MC KENZIE,,XTO ENERGY INC.,16,1718,141,628
3cb68e00-f788-4bba-8597-079908526251,33053074150000,2/1/2018 12:00:00 AM,14539,12521,18731,North Dakota,MC KENZIE,,XTO ENERGY INC.,9,1615,1391,2081
3cb68e00-f788-4bba-8597-079908526251,33053074150000,1/1/2018 12:00:00 AM,14636,1114,11958,North Dakota,MC KENZIE,,XTO ENERGY INC.,7,2091,159,1708
12bf9960-1d73-463f-92fd-cc098ece31fd,33105044560000,2/1/2018 12:00:00 AM,3096,2715,3584,North Dakota,WILLIAMS,,"ZAVANNA, LLC",3,1032,0,1195
218ca53e-41ac-4333-8b5b-e1cc0fd2bd2e,33025031400000,12/1/2017 12:00:00 AM,0,0,0,North Dakota,DUNN,,"WPX ENERGY WILLISTON, LLC",0,0,0,0
218ca53e-41ac-4333-8b5b-e1cc0fd2bd2e,33025031400000,11/1/2017 12:00:00 AM,0,0,0,North Dakota,DUNN,,"WPX ENERGY WILLISTON, LLC",0,0,0,0
68f52234-5221-415c-b142-b041a4d9d9d4,33025031390000,2/1/2018 12:00:00 AM,25187,27648,23718,North Dakota,DUNN,,"WPX ENERGY WILLISTON, LLC",27,933,1024,878
68f52234-5221-415c-b142-b041a4d9d9d4,33025031390000,1/1/2018 12:00:00 AM,10005,8709,7273,North Dakota,DUNN,,"WPX ENERGY WILLISTON, LLC",15,667,581,485
68f52234-5221-415c-b142-b041a4d9d9d4,33025031390000,12/1/2017 12:00:00 AM,0,0,0,North Dakota,DUNN,,"WPX ENERGY WILLISTON, LLC",0,0,0,0
68f52234-5221-415c-b142-b041a4d9d9d4,33025031390000,11/1/2017 12:00:00 AM,0,0,0,North Dakota,DUNN,,"WPX ENERGY WILLISTON, LLC",0,0,0,0
427c6de8-fb67-482c-a43e-13542bc00672,33025031410000,2/1/2018 12:00:00 AM,23912,24770,21029,North Dakota,DUNN,,"WPX ENERGY WILLISTON, LLC",26,920,953,809
427c6de8-fb67-482c-a43e-13542bc00672,33025031410000,1/1/2018 12:00:00 AM,18379,15089,9789,North Dakota,DUNN,,"WPX ENERGY WILLISTON, LLC",20,919,754,489
427c6de8-fb67-482c-a43e-13542bc00672,33025031410000,12/1/2017 12:00:00 AM,0,0,0,North Dakota,DUNN,,"WPX ENERGY WILLISTON, LLC",0,0,0,0
427c6de8-fb67-482c-a43e-13542bc00672,33025031410000,11/1/2017 12:00:00 AM,0,0,0,North Dakota,DUNN,,"WPX ENERGY WILLISTON, LLC",0,0,0,0
218ca53e-41ac-4333-8b5b-e1cc0fd2bd2e,33025031400000,2/1/2018 12:00:00 AM,37954,37315,15957,North Dakota,DUNN,,"WPX ENERGY WILLISTON, LLC",28,1356,1333,570
25038df3-b05f-4fbb-86ab-29403404620c,3002543892,1/1/2018 12:00:00 AM,10039,15758,63461,New Mexico,LEA,HARDIN TANK,EOG RESOURCES INC,31,324,508,2047
6e23825f-b2a2-4c43-9136-785b2a183e99,3002544060,1/1/2018 12:00:00 AM,25760,40970,92248,New Mexico,LEA,HARDIN TANK,EOG RESOURCES INC,31,831,1322,2976
4f60b408-3a28-42d4-a5f0-d245641683fc,3002544008,1/1/2018 12:00:00 AM,39645,75350,91442,New Mexico,LEA,SANDERS TANK,EOG RESOURCES INC,31,1279,2431,2950
430905d9-8e4b-40b3-97d4-9aa7581e830d,3002543923,1/1/2018 12:00:00 AM,32804,43427,120051,New Mexico,LEA,RED TANK,EOG RESOURCES INC,31,1058,1401,3873
35b7a95e-6175-4f2a-9d56-afc01e0ec300,3002541378,1/1/2018 12:00:00 AM,6176,6529,21817,New Mexico,LEA,BERRY,EOG RESOURCES INC,8,772,816,2727
35b7a95e-6175-4f2a-9d56-afc01e0ec300,3002541378,11/1/2017 12:00:00 AM,0,0,0,New Mexico,LEA,BERRY,EOG RESOURCES INC,0,0,0,0
35b7a95e-6175-4f2a-9d56-afc01e0ec300,3002541378,10/1/2017 12:00:00 AM,0,0,0,New Mexico,LEA,BERRY,EOG RESOURCES INC,0,0,0,0
7c5da16c-2ec2-4cce-9da6-68ba85244c4c,3002544061,1/1/2018 12:00:00 AM,19097,32583,65423,New Mexico,LEA,HARDIN TANK,EOG RESOURCES INC,31,616,1051,2110
ae43f99f-7bf9-4c07-94e4-6c0404afda5f,3002544006,1/1/2018 12:00:00 AM,44234,89003,89150,New Mexico,LEA,SANDERS TANK,EOG RESOURCES INC,31,1427,2871,2876
7d00533e-552d-40c8-a21a-51eebb70de4f,3002544103,1/1/2018 12:00:00 AM,4118,8907,85769,New Mexico,LEA,HARDIN TANK,EOG RESOURCES INC,29,142,307,2958
f23ba963-ceaa-4a0b-b901-2a15c4507b87,3002543933,1/1/2018 12:00:00 AM,19158,24832,55294,New Mexico,LEA,HARDIN TANK,EOG RESOURCES INC,31,618,801,1784
8021d580-ef8d-4190-a5d1-216e0fe72fd3,3002543893,1/1/2018 12:00:00 AM,17985,25233,60591,New Mexico,LEA,HARDIN TANK,EOG RESOURCES INC,31,580,814,1955
13dd2baf-8a57-4fc7-ac28-34fbd04cff7c,3002544007,1/1/2018 12:00:00 AM,56410,112310,112995,New Mexico,LEA,SANDERS TANK,EOG RESOURCES INC,31,1820,3623,3645
91d472c6-8452-41cb-9335-a3f9cf357c03,3002543894,1/1/2018 12:00:00 AM,14908,20134,43702,New Mexico,LEA,HARDIN TANK,EOG RESOURCES INC,31,481,649,1410
c63195c6-f342-4ac7-877e-4acfc526c673,3002544009,1/1/2018 12:00:00 AM,53686,107570,108989,New Mexico,LEA,SANDERS TANK,EOG RESOURCES INC,31,1732,3470,3516
17b8fc03-9ccb-4d2f-b392-aadb9fc94ab2,4301352843,1/1/2018 12:00:00 AM,4788,4858,2942,Utah,DUCHESNE,,"EP ENERGY E&P COMPANY, L.P.",27,177,180,109
3de68b9d-d88c-4ce4-b488-71b7d10b127a,4304755780,1/1/2018 12:00:00 AM,14165,26403,13280,Utah,UINTAH,,"EP ENERGY E&P COMPANY, L.P.",22,644,1200,604
541f752d-b0b6-49c4-8575-87c6b7189648,33053081110000,1/1/2018 12:00:00 AM,24249,46088,15833,North Dakota,MC KENZIE,,NEWFIELD PRODUCTION COMPANY,17,1426,2711,931
644608b5-d0ab-4026-a7c9-bf261e857d75,33053081140000,2/1/2018 12:00:00 AM,22782,40895,8190,North Dakota,MC KENZIE,,NEWFIELD PRODUCTION COMPANY,28,814,1461,293
644608b5-d0ab-4026-a7c9-bf261e857d75,33053081140000,1/1/2018 12:00:00 AM,28928,54107,13483,North Dakota,MC KENZIE,,NEWFIELD PRODUCTION COMPANY,21,1378,2577,642
d22fcfc2-c747-4e6d-a813-64a72a97b12d,4301353001,1/1/2018 12:00:00 AM,38043,28313,81922,Utah,DUCHESNE,,NEWFIELD PRODUCTION COMPANY,23,1654,1231,3562
e3af98de-4eb1-4cb6-9e2c-5916de2d8242,33053081120000,2/1/2018 12:00:00 AM,19612,37482,17270,North Dakota,MC KENZIE,,NEWFIELD PRODUCTION COMPANY,28,700,1339,617
e3af98de-4eb1-4cb6-9e2c-5916de2d8242,33053081120000,1/1/2018 12:00:00 AM,21611,42593,22708,North Dakota,MC KENZIE,,NEWFIELD PRODUCTION COMPANY,19,1137,2242,1195
5055534e-2e1f-4027-8b5b-ffc0b8830915,4301353000,1/1/2018 12:00:00 AM,22847,16110,33261,Utah,DUCHESNE,,NEWFIELD PRODUCTION COMPANY,18,1269,895,1848
e3121a8c-2873-4766-96e8-788341548dc3,4301352981,1/1/2018 12:00:00 AM,10456,8564,26706,Utah,DUCHESNE,,NEWFIELD PRODUCTION COMPANY,6,1743,1427,4451
5be7fbf3-791c-489b-8537-795abec86c9f,33053081130000,2/1/2018 12:00:00 AM,29916,53171,7202,North Dakota,MC KENZIE,,NEWFIELD PRODUCTION COMPANY,28,1068,1899,257
5be7fbf3-791c-489b-8537-795abec86c9f,33053081130000,1/1/2018 12:00:00 AM,34892,64710,10087,North Dakota,MC KENZIE,,NEWFIELD PRODUCTION COMPANY,21,1662,3081,480
dd387aee-1837-411a-89c1-b7bf77f4a02b,33105025890000,1/1/2018 12:00:00 AM,6176,1753,30993,North Dakota,WILLIAMS,,"Nine Point Energy, LLC",11,561,0,2818
8922196d-65ef-49c9-a1d1-b75ba0530931,33105025900000,1/1/2018 12:00:00 AM,9603,0,22134,North Dakota,WILLIAMS,,"Nine Point Energy, LLC",11,873,0,2012
14580e40-f939-433e-94e1-589a04ffd088,3001544437,1/1/2018 12:00:00 AM,56590,100008,320778,New Mexico,EDDY,PURPLE SAGE,OXY USA INC,31,1825,3226,10348
2313e93e-9d78-43de-b078-7e34b846fa12,3002120638,6/1/2016 12:00:00 AM,0,0,0,New Mexico,HARDING,,OXY USA INC.,0,0,0,0
2313e93e-9d78-43de-b078-7e34b846fa12,3002120638,5/1/2016 12:00:00 AM,0,0,0,New Mexico,HARDING,,OXY USA INC.,0,0,0,0
2313e93e-9d78-43de-b078-7e34b846fa12,3002120638,4/1/2016 12:00:00 AM,0,0,0,New Mexico,HARDING,,OXY USA INC.,0,0,0,0
2313e93e-9d78-43de-b078-7e34b846fa12,3002120638,3/1/2016 12:00:00 AM,0,0,0,New Mexico,HARDING,,OXY USA INC.,0,0,0,0
2313e93e-9d78-43de-b078-7e34b846fa12,3002120638,2/1/2016 12:00:00 AM,0,0,0,New Mexico,HARDING,,OXY USA INC.,0,0,0,0
2313e93e-9d78-43de-b078-7e34b846fa12,3002120638,1/1/2016 12:00:00 AM,0,0,0,New Mexico,HARDING,,OXY USA INC.,0,0,0,0
2313e93e-9d78-43de-b078-7e34b846fa12,3002120638,12/1/2015 12:00:00 AM,0,0,0,New Mexico,HARDING,,OXY USA INC.,0,0,0,0
2313e93e-9d78-43de-b078-7e34b846fa12,3002120638,11/1/2015 12:00:00 AM,0,0,0,New Mexico,HARDING,,OXY USA INC.,0,0,0,0
2313e93e-9d78-43de-b078-7e34b846fa12,3002120638,10/1/2015 12:00:00 AM,0,0,0,New Mexico,HARDING,,OXY USA INC.,0,0,0,0
2313e93e-9d78-43de-b078-7e34b846fa12,3002120638,9/1/2015 12:00:00 AM,0,0,0,New Mexico,HARDING,,OXY USA INC.,0,0,0,0
2313e93e-9d78-43de-b078-7e34b846fa12,3002120638,8/1/2015 12:00:00 AM,0,0,0,New Mexico,HARDING,,OXY USA INC.,0,0,0,0
2313e93e-9d78-43de-b078-7e34b846fa12,3002120638,7/1/2015 12:00:00 AM,0,0,0,New Mexico,HARDING,,OXY USA INC.,0,0,0,0
2313e93e-9d78-43de-b078-7e34b846fa12,3002120638,1/1/2018 12:00:00 AM,0,12828,0,New Mexico,HARDING,,OXY USA INC.,31,0,414,0
2313e93e-9d78-43de-b078-7e34b846fa12,3002120638,12/1/2017 12:00:00 AM,0,0,0,New Mexico,HARDING,,OXY USA INC.,0,0,0,0
2313e93e-9d78-43de-b078-7e34b846fa12,3002120638,11/1/2017 12:00:00 AM,0,0,0,New Mexico,HARDING,,OXY USA INC.,0,0,0,0
2313e93e-9d78-43de-b078-7e34b846fa12,3002120638,10/1/2017 12:00:00 AM,0,0,0,New Mexico,HARDING,,OXY USA INC.,0,0,0,0
2313e93e-9d78-43de-b078-7e34b846fa12,3002120638,9/1/2017 12:00:00 AM,0,0,0,New Mexico,HARDING,,OXY USA INC.,0,0,0,0
2313e93e-9d78-43de-b078-7e34b846fa12,3002120638,8/1/2017 12:00:00 AM,0,0,0,New Mexico,HARDING,,OXY USA INC.,0,0,0,0
2313e93e-9d78-43de-b078-7e34b846fa12,3002120638,7/1/2017 12:00:00 AM,0,0,0,New Mexico,HARDING,,OXY USA INC.,0,0,0,0
2313e93e-9d78-43de-b078-7e34b846fa12,3002120638,6/1/2017 12:00:00 AM,0,0,0,New Mexico,HARDING,,OXY USA INC.,0,0,0,0
2313e93e-9d78-43de-b078-7e34b846fa12,3002120638,5/1/2017 12:00:00 AM,0,0,0,New Mexico,HARDING,,OXY USA INC.,0,0,0,0
2313e93e-9d78-43de-b078-7e34b846fa12,3002120638,4/1/2017 12:00:00 AM,0,0,0,New Mexico,HARDING,,OXY USA INC.,0,0,0,0
2313e93e-9d78-43de-b078-7e34b846fa12,3002120638,3/1/2017 12:00:00 AM,0,0,0,New Mexico,HARDING,,OXY USA INC.,0,0,0,0
2313e93e-9d78-43de-b078-7e34b846fa12,3002120638,2/1/2017 12:00:00 AM,0,0,0,New Mexico,HARDING,,OXY USA INC.,0,0,0,0
2313e93e-9d78-43de-b078-7e34b846fa12,3002120638,1/1/2017 12:00:00 AM,0,0,0,New Mexico,HARDING,,OXY USA INC.,0,0,0,0
2313e93e-9d78-43de-b078-7e34b846fa12,3002120638,12/1/2016 12:00:00 AM,0,0,0,New Mexico,HARDING,,OXY USA INC.,0,0,0,0
2313e93e-9d78-43de-b078-7e34b846fa12,3002120638,11/1/2016 12:00:00 AM,0,0,0,New Mexico,HARDING,,OXY USA INC.,0,0,0,0
2313e93e-9d78-43de-b078-7e34b846fa12,3002120638,10/1/2016 12:00:00 AM,0,0,0,New Mexico,HARDING,,OXY USA INC.,0,0,0,0
2313e93e-9d78-43de-b078-7e34b846fa12,3002120638,9/1/2016 12:00:00 AM,0,0,0,New Mexico,HARDING,,OXY USA INC.,0,0,0,0
2313e93e-9d78-43de-b078-7e34b846fa12,3002120638,8/1/2016 12:00:00 AM,0,0,0,New Mexico,HARDING,,OXY USA INC.,0,0,0,0
26d9fca5-b3bb-44f7-bc5d-d441fdd9056c,3001544156,1/1/2018 12:00:00 AM,27528,25325,0,New Mexico,EDDY,TURKEY TRACK,OXY USA WTP LIMITED PARTNERSHIP,30,918,844,0
5778f9bf-bfcb-4056-8176-d86dff38aa3f,3001544154,1/1/2018 12:00:00 AM,28998,26584,0,New Mexico,EDDY,TURKEY TRACK,OXY USA WTP LIMITED PARTNERSHIP,30,967,886,0
43fc1e7a-f061-4182-833d-b5b44e102c4d,3001544142,1/1/2018 12:00:00 AM,30378,28226,0,New Mexico,EDDY,TURKEY TRACK,OXY USA WTP LIMITED PARTNERSHIP,24,1266,1176,0
e64a5190-0de7-4715-b928-11a60007cd07,35107235850000,1/1/2018 12:00:00 AM,0,1174,0,Oklahoma,OKFUSKEE,,ENERFIN RESOURCES I LP,31,0,38,0
78a41e29-dc94-44bd-b5a0-134374148554,33053080090000,2/1/2018 12:00:00 AM,749,2110,1,North Dakota,MC KENZIE,,BURLINGTON RESOURCES OIL & GAS COMPANY LP,3,250,703,0
19b5f697-0bbd-4dc4-9d75-a70d530604ec,33053070990000,2/1/2018 12:00:00 AM,534,1061,3,North Dakota,MC KENZIE,,BURLINGTON RESOURCES OIL & GAS COMPANY LP,7,76,152,0
