Api,Wellid,Reservoir,Cumulativeoil,Cumulativegas,Cumulativeboe,Cumulativewater,Cumulativedays,Firstproddate,Lastproddate,Lasttestdate,Ipoil,Ipgas,Firstthreemonthoil,Firstthreemonthmaxoil,Firstthreemonthoildecline,Firstthreemonthgas,Firstthreemonthmaxgas,Firstthreemonthgasdecline,Firstthreemonthboe,Firstthreemonthmaxboe,Firstthreemonthboedecline,Firstthreemonthwater,Firstthreemonthmaxwater,Firstthreemonthwaterdecline,Firstthreemonthdays,Firstsixmonthoil,Firstsixmonthoildecline,Firstsixmonthgas,Firstsixmonthgasdecline,Firstsixmonthboe,Firstsixmonthboedecline,Firstsixmonthwater,Firstsixmonthwaterdecline,Firstsixmonthdays,Firsttwelvemonthoil,Firsttwelvemonthoildecline,Firsttwelvemonthgas,Firsttwelvemonthgasdecline,Firsttwelvemonthboe,Firsttwelvemonthboedecline,Firsttwelvemonthwater,Firsttwelvemonthwaterdecline,Firsttwelvemonthdays,Firsttwentyfourmonthoil,Firsttwentyfourmonthoildecline,Firsttwentyfourmonthgas,Firsttwentyfourmonthgasdecline,Firsttwentyfourmonthboe,Firsttwentyfourmonthboedecline,Firsttwentyfourmonthwater,Firsttwentyfourmonthwaterdecline,Firsttwentyfourmonthdays,Firstthirtysixmonthoil,Firstthirtysixmonthoildecline,Firstthirtysixmonthgas,Firstthirtysixmonthgasdecline,Firstthirtysixmonthboe,Firstthirtysixmonthboedecline,Firstthirtysixmonthwater,Firstthirtysixmonthwaterdecline,Firstthirtysixmonthdays,Firstsixtymonthoil,Firstsixtymonthoildecline,Firstsixtymonthgas,Firstsixtymonthgasdecline,Firstsixtymonthboe,Firstsixtymonthboedecline,Firstsixtymonthwater,Firstsixtymonthwaterdecline,Firstsixtymonthdays,Maxmonthoil,Maxoilmonthdays,Maxoilmonth,Maxoilmonthnumber,Maxmonthgas,Maxgasmonthdays,Maxgasmonth,Maxgasmonthnumber,Maxmonthboe,Maxboemonthdays,Maxboemonth,Maxboemonthnumber,Maxmonthwater,Maxwatermonthdays,Maxwatermonth,Maxwatermonthnumber,Maxthreemonthoil,Maxoilthreemonthdays,Maxthreemonthgas,Maxgasthreemonthdays,Maxthreemonthboe,Maxboethreemonthdays,Maxthreemonthwater,Maxwaterthreemonthdays,Maxsixmonthoil,Maxoilsixmonthdays,Maxsixmonthgas,Maxgassixmonthdays,Maxsixmonthboe,Maxboesixmonthdays,Maxsixmonthwater,Maxwatersixmonthdays,Maxtwelvemonthoil,Maxoiltwelvemonthdays,Maxtwelvemonthgas,Maxgastwelvemonthdays,Maxtwelvemonthboe,Maxboetwelvemonthdays,Maxtwelvemonthwater,Maxwatertwelvemonthdays,Lastsixmonthoil,Lastsixmonthoildecline,Lastsixmonthgas,Lastsixmonthgasdecline,Lastsixmonthboe,Lastsixmonthboedecline,Lastsixmonthwater,Lastsixmonthwaterdecline,Lastsixmonthdays,Lasttwelvemonthoil,Lasttwelvemonthoildecline,Lasttwelvemonthgas,Lasttwelvemonthgasdecline,Lasttwelvemonthboe,Lasttwelvemonthboedecline,Lasttwelvemonthwater,Lasttwelvemonthwaterdecline,Lasttwelvemonthdays,Datecreated,Datelastmodified,Totalproducingdays,Totalproducingmonths,Firstmonthoil,Firstmonthgas,Firstmonthwater,Firstmonthboe,Lastmonthoil,Lastmonthgas,Lastmonthwater,Lastmonthboe,Eurboe,Euroil,Eurgas,Eurwater,Firsttwomonthoil,Firsttwomonthmaxoil,Firsttwomonthoildecline,Firsttwomonthgas,Firsttwomonthmaxgas,Firsttwomonthgasdecline,Firsttwomonthboe,Firsttwomonthmaxboe,Firsttwomonthboedecline,Firsttwomonthwater,Firsttwomonthmaxwater,Firsttwomonthwaterdecline,Firsttwomonthdays
05067095330000,80670f49-05f3-422c-81cc-5ab69f799d83,FRLDC,0,6144,1024,1227,31,1/1/2018 12:00:00 AM,1/1/2018 12:00:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,31,1/1/2018 12:00:00 AM,1,6144,31,1/1/2018 12:00:00 AM,1,1024,31,1/1/2018 12:00:00 AM,1,1227,31,1/1/2018 12:00:00 AM,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9/23/2017 4:11:26 AM,9/23/2017 4:11:26 AM,31,1,0,6144,1227,1024,0,6144,1227,1024,,,,,,,,,,,,,,,,,
25101242340000,a9d042fe-679a-4e92-ae00-3ca445aed8ba,Swift,15,0,15,4800,59,1/1/2018 12:00:00 AM,2/1/2018 12:00:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,28,2/1/2018 12:00:00 AM,2,0,31,1/1/2018 12:00:00 AM,1,10,28,2/1/2018 12:00:00 AM,2,2400,31,1/1/2018 12:00:00 AM,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2/26/2018 9:34:42 AM,2/26/2018 9:33:17 AM,59,2,5,0,2400,5,10,0,2400,10,,,,,15,,50,0,,0,15,,50,4800,,0,59
3002541378,35b7a95e-6175-4f2a-9d56-afc01e0ec300,"BONE SPRING, NORTH",6176,6529,7264.16650390625,21817,31,1/1/2018 12:00:00 AM,1/1/2018 12:00:00 AM,1/28/2018 12:00:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6176,31,1/1/2018 12:00:00 AM,1,6529,31,1/1/2018 12:00:00 AM,1,7264.16650390625,31,1/1/2018 12:00:00 AM,1,21817,31,1/1/2018 12:00:00 AM,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11/17/2017 9:56:09 PM,11/17/2017 9:56:09 PM,31,1,6176,6529,21817,7264.16650390625,6176,6529,21817,7264.16650390625,,,,,,,,,,,,,,,,,
33025026090000,61db6d29-7a76-4d4e-a440-0d974a58d36d,BAKKEN,22782,18683,25895.8330078125,26976,59,1/1/2018 12:00:00 AM,2/1/2018 12:00:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13770,28,2/1/2018 12:00:00 AM,2,11751,28,2/1/2018 12:00:00 AM,2,15728.5,28,2/1/2018 12:00:00 AM,2,15879,28,2/1/2018 12:00:00 AM,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11/21/2017 6:12:57 AM,11/21/2017 6:12:57 AM,59,2,9012,6932,11097,10167.3330078125,13770,11751,15879,15728.5,,,,,22782,,34.5533769063181,18683,,41.0092758063144,25895.8330078125,,35.3572622448899,26976,,30.1152465520499,59
33025026100000,9f11cba5-5b23-4e34-ac9d-39780c6be214,BAKKEN,20351,14966,22845.3330078125,21268,59,1/1/2018 12:00:00 AM,2/1/2018 12:00:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12517,28,2/1/2018 12:00:00 AM,2,9747,28,2/1/2018 12:00:00 AM,2,14141.5,28,2/1/2018 12:00:00 AM,2,13440,28,2/1/2018 12:00:00 AM,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11/21/2017 6:12:57 AM,11/21/2017 6:12:57 AM,59,2,7834,5219,7828,8703.8330078125,12517,9747,13440,14141.5,,,,,20351,,37.4131181593034,14966,,46.4553195855135,22845.3330078125,,38.4518402728671,21268,,41.7559523809524,59
33105025900000,8922196d-65ef-49c9-a1d1-b75ba0530931,BAKKEN,9603,0,9603,22134,31,1/1/2018 12:00:00 AM,1/1/2018 12:00:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9603,31,1/1/2018 12:00:00 AM,1,0,31,1/1/2018 12:00:00 AM,1,9603,31,1/1/2018 12:00:00 AM,1,22134,31,1/1/2018 12:00:00 AM,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11/21/2017 6:31:21 AM,11/21/2017 6:31:21 AM,31,1,9603,0,22134,9603,9603,0,22134,9603,,,,,,,,,,,,,,,,,
33105025890000,dd387aee-1837-411a-89c1-b7bf77f4a02b,BAKKEN,6176,0,6176,30993,31,1/1/2018 12:00:00 AM,1/1/2018 12:00:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6176,31,1/1/2018 12:00:00 AM,1,0,31,1/1/2018 12:00:00 AM,1,6176,31,1/1/2018 12:00:00 AM,1,30993,31,1/1/2018 12:00:00 AM,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11/21/2017 6:31:21 AM,11/21/2017 6:31:21 AM,31,1,6176,0,30993,6176,6176,0,30993,6176,,,,,,,,,,,,,,,,,
35121220360001,5a3d38da-e2df-4c45-9a5e-326642f6dcd8,UPPER BOOCH,0,384,64,0,31,1/1/2018 12:00:00 AM,1/1/2018 12:00:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,31,1/1/2018 12:00:00 AM,1,384,31,1/1/2018 12:00:00 AM,1,64,31,1/1/2018 12:00:00 AM,1,0,31,1/1/2018 12:00:00 AM,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11/22/2017 1:36:30 AM,11/22/2017 1:36:30 AM,31,1,0,384,0,64,0,384,0,64,,,,,,,,,,,,,,,,,
4301351078,b709449c-230a-4282-8973-1e4bf0759f5e,WASATCH,6544,0,6544,2021,31,1/1/2018 12:00:00 AM,1/1/2018 12:00:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6544,31,1/1/2018 12:00:00 AM,1,0,31,1/1/2018 12:00:00 AM,1,6544,31,1/1/2018 12:00:00 AM,1,2021,31,1/1/2018 12:00:00 AM,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9/29/2017 9:07:35 AM,9/29/2017 9:07:35 AM,31,1,6544,0,2021,6544,6544,0,2021,6544,,,,,,,,,,,,,,,,,
33053063260000,ab2fa47d-0472-48e9-b2cc-4b5c5fb9ec68,BAKKEN,781,0,781,12689,31,1/1/2018 12:00:00 AM,1/1/2018 12:00:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,781,31,1/1/2018 12:00:00 AM,1,0,31,1/1/2018 12:00:00 AM,1,781,31,1/1/2018 12:00:00 AM,1,12689,31,1/1/2018 12:00:00 AM,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9/20/2017 10:48:12 PM,9/20/2017 10:48:12 PM,31,1,781,0,12689,781,781,0,12689,781,,,,,,,,,,,,,,,,,
33053063270000,ba191a79-8e71-40a2-b036-53dca80ed7d2,BAKKEN,272,0,272,21080,31,1/1/2018 12:00:00 AM,1/1/2018 12:00:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,272,31,1/1/2018 12:00:00 AM,1,0,31,1/1/2018 12:00:00 AM,1,272,31,1/1/2018 12:00:00 AM,1,21080,31,1/1/2018 12:00:00 AM,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9/20/2017 10:51:50 PM,9/20/2017 10:51:50 PM,31,1,272,0,21080,272,272,0,21080,272,,,,,,,,,,,,,,,,,
33053065180000,22ec4810-0269-472d-9351-8e128c6cec84,SANISH,14898,24077,18910.833984375,4777,31,1/1/2018 12:00:00 AM,1/1/2018 12:00:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14898,31,1/1/2018 12:00:00 AM,1,24077,31,1/1/2018 12:00:00 AM,1,18910.833984375,31,1/1/2018 12:00:00 AM,1,4777,31,1/1/2018 12:00:00 AM,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11/21/2017 6:20:52 AM,11/21/2017 6:20:52 AM,31,1,14898,24077,4777,18910.833984375,14898,24077,4777,18910.833984375,,,,,,,,,,,,,,,,,
33053063290000,a77f7e87-0073-4320-993f-c26a7daa39a9,BAKKEN,0,0,0,6858,31,1/1/2018 12:00:00 AM,1/1/2018 12:00:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,31,1/1/2018 12:00:00 AM,1,0,31,1/1/2018 12:00:00 AM,1,0,31,1/1/2018 12:00:00 AM,1,6858,31,1/1/2018 12:00:00 AM,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9/20/2017 10:35:57 PM,9/20/2017 10:35:57 PM,31,1,0,0,6858,0,0,0,6858,0,,,,,,,,,,,,,,,,,
33053068210000,2e852d7a-bea1-4e3c-9f93-01df39214ec1,BAKKEN,1709,3881,2355.83325195313,591,31,1/1/2018 12:00:00 AM,1/1/2018 12:00:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1709,31,1/1/2018 12:00:00 AM,1,3881,31,1/1/2018 12:00:00 AM,1,2355.83325195313,31,1/1/2018 12:00:00 AM,1,591,31,1/1/2018 12:00:00 AM,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9/20/2017 10:44:12 PM,9/20/2017 10:44:12 PM,31,1,1709,3881,591,2355.83325195313,1709,3881,591,2355.83325195313,,,,,,,,,,,,,,,,,
33053068220000,36e8b51f-32c5-45bb-9e79-0c281b833865,BAKKEN,792,871,937.166687011719,1027,31,1/1/2018 12:00:00 AM,1/1/2018 12:00:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,792,31,1/1/2018 12:00:00 AM,1,871,31,1/1/2018 12:00:00 AM,1,937.166687011719,31,1/1/2018 12:00:00 AM,1,1027,31,1/1/2018 12:00:00 AM,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9/20/2017 10:30:41 PM,9/20/2017 10:30:41 PM,31,1,792,871,1027,937.166687011719,792,871,1027,937.166687011719,,,,,,,,,,,,,,,,,
33053068200000,3753191c-0b63-4381-a7a7-ef5aceea585e,BAKKEN,1903,3881,2549.83325195313,666,31,1/1/2018 12:00:00 AM,1/1/2018 12:00:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1903,31,1/1/2018 12:00:00 AM,1,3881,31,1/1/2018 12:00:00 AM,1,2549.83325195313,31,1/1/2018 12:00:00 AM,1,666,31,1/1/2018 12:00:00 AM,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9/20/2017 10:49:16 PM,9/20/2017 10:49:16 PM,31,1,1903,3881,666,2549.83325195313,1903,3881,666,2549.83325195313,,,,,,,,,,,,,,,,,
33025029690000,a49790bf-b4b2-4558-8813-07f3f072ad93,BAKKEN,13086,12881,15232.8334960938,98751,59,1/1/2018 12:00:00 AM,2/1/2018 12:00:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7183,28,2/1/2018 12:00:00 AM,2,7150,28,2/1/2018 12:00:00 AM,2,8374.6669921875,28,2/1/2018 12:00:00 AM,2,50313,31,1/1/2018 12:00:00 AM,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9/20/2017 10:40:53 PM,9/20/2017 10:40:53 PM,59,2,5903,5731,50313,6858.16650390625,7183,7150,48438,8374.6669921875,,,,,13086,,17.8198524293471,12881,,19.8461538461538,15232.8334960938,,18.108188536881,98751,,3.72667103929402,59
33025029680000,00595df1-52de-4c90-9af7-a0911113c34c,BAKKEN,18506,19365,21733.5,101813,59,1/1/2018 12:00:00 AM,2/1/2018 12:00:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10136,28,2/1/2018 12:00:00 AM,2,11053,28,2/1/2018 12:00:00 AM,2,11978.1669921875,28,2/1/2018 12:00:00 AM,2,53185,28,2/1/2018 12:00:00 AM,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9/20/2017 10:40:57 PM,9/20/2017 10:40:57 PM,59,2,8370,8312,48628,9755.3330078125,10136,11053,53185,11978.1669921875,,,,,18506,,17.423046566693,19365,,24.7986971862843,21733.5,,18.5573801552842,101813,,8.56820532104917,59
33053070620000,5eae641d-4f6a-41ba-b5c7-78af15b3029e,BAKKEN,1584,2660,2027.33337402344,3424,31,1/1/2018 12:00:00 AM,1/1/2018 12:00:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1584,31,1/1/2018 12:00:00 AM,1,2660,31,1/1/2018 12:00:00 AM,1,2027.33337402344,31,1/1/2018 12:00:00 AM,1,3424,31,1/1/2018 12:00:00 AM,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9/20/2017 10:48:19 PM,9/20/2017 10:48:19 PM,31,1,1584,2660,3424,2027.33337402344,1584,2660,3424,2027.33337402344,,,,,,,,,,,,,,,,,
33053070610000,1ef1ccfc-5c9b-43e9-b2fc-cd1bddc2549a,BAKKEN,2373,5006,3207.33325195313,5788,31,1/1/2018 12:00:00 AM,1/1/2018 12:00:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2373,31,1/1/2018 12:00:00 AM,1,5006,31,1/1/2018 12:00:00 AM,1,3207.33325195313,31,1/1/2018 12:00:00 AM,1,5788,31,1/1/2018 12:00:00 AM,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9/20/2017 10:51:58 PM,9/20/2017 10:51:58 PM,31,1,2373,5006,5788,3207.33325195313,2373,5006,5788,3207.33325195313,,,,,,,,,,,,,,,,,
33053071070000,227e0434-c1b2-4fcf-a0a2-24d6b83741a9,SANISH,45808,56148,55166.0009765625,14185,59,1/1/2018 12:00:00 AM,2/1/2018 12:00:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36820,28,2/1/2018 12:00:00 AM,2,45487,28,2/1/2018 12:00:00 AM,2,44401.16796875,28,2/1/2018 12:00:00 AM,2,13183,28,2/1/2018 12:00:00 AM,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11/21/2017 6:21:26 AM,11/21/2017 6:21:26 AM,59,2,8988,10661,1002,10764.8330078125,36820,45487,13183,44401.16796875,,,,,45808,,75.5893536121673,56148,,76.5625343504738,55166.0009765625,,75.7555183787307,14185,,92.399302131533,59
25101242650000,fc891525-3a8c-4373-86a9-58b0b1d6945d,Swift,15,0,15,900,59,1/1/2018 12:00:00 AM,2/1/2018 12:00:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,28,2/1/2018 12:00:00 AM,2,0,31,1/1/2018 12:00:00 AM,1,10,28,2/1/2018 12:00:00 AM,2,450,31,1/1/2018 12:00:00 AM,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2/26/2018 6:21:49 AM,2/26/2018 6:21:47 AM,59,2,5,0,450,5,10,0,450,10,,,,,15,,50,0,,0,15,,50,900,,0,59
3002120638,2313e93e-9d78-43de-b078-7e34b846fa12,BRAVO DOME CARBON DIOXIDE GAS 640,0,12828,2138,0,31,1/1/2018 12:00:00 AM,1/1/2018 12:00:00 AM,5/4/2015 12:00:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,31,1/1/2018 12:00:00 AM,1,12828,31,1/1/2018 12:00:00 AM,1,2138,31,1/1/2018 12:00:00 AM,1,0,31,1/1/2018 12:00:00 AM,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11/17/2017 7:18:25 PM,11/17/2017 7:18:25 PM,31,1,0,12828,0,2138,0,12828,0,2138,,,,,,,,,,,,,,,,,
3001543300,8a97ca63-29cd-4df8-92b9-a82e9336bb80,GLORIETA-YESO,328,257,370.833343505859,27451,31,1/1/2018 12:00:00 AM,1/1/2018 12:00:00 AM,1/22/2018 12:00:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,328,31,1/1/2018 12:00:00 AM,1,257,31,1/1/2018 12:00:00 AM,1,370.833343505859,31,1/1/2018 12:00:00 AM,1,27451,31,1/1/2018 12:00:00 AM,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11/17/2017 4:20:37 PM,11/17/2017 4:20:37 PM,31,1,328,257,27451,370.833343505859,328,257,27451,370.833343505859,,,,,,,,,,,,,,,,,
3002542116,85f88048-142e-4b8d-9a94-c6623b6cb933,GRAYBURG-SAN ANDRES,17,4306,734.666687011719,164006,31,1/1/2018 12:00:00 AM,1/1/2018 12:00:00 AM,11/8/2017 12:00:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,31,1/1/2018 12:00:00 AM,1,4306,31,1/1/2018 12:00:00 AM,1,734.666687011719,31,1/1/2018 12:00:00 AM,1,164006,31,1/1/2018 12:00:00 AM,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9/16/2017 7:38:31 AM,9/16/2017 7:38:31 AM,31,1,17,4306,164006,734.666687011719,17,4306,164006,734.666687011719,,,,,,,,,,,,,,,,,
3001542732,22977fc2-ac43-4926-9afd-c8448b5b40c7,WOLFCAMP (GAS),9347,24812,13482.3330078125,42774,31,1/1/2018 12:00:00 AM,1/1/2018 12:00:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9347,31,1/1/2018 12:00:00 AM,1,24812,31,1/1/2018 12:00:00 AM,1,13482.3330078125,31,1/1/2018 12:00:00 AM,1,42774,31,1/1/2018 12:00:00 AM,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10/24/2017 7:17:07 AM,10/24/2017 7:17:07 AM,31,1,9347,24812,42774,13482.3330078125,9347,24812,42774,13482.3330078125,,,,,,,,,,,,,,,,,
3001542733,11cf397e-98f8-413e-a017-cd3d8e1f1634,WOLFCAMP (GAS),9164,21984,12828,32864,31,1/1/2018 12:00:00 AM,1/1/2018 12:00:00 AM,10/26/2017 12:00:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9164,31,1/1/2018 12:00:00 AM,1,21984,31,1/1/2018 12:00:00 AM,1,12828,31,1/1/2018 12:00:00 AM,1,32864,31,1/1/2018 12:00:00 AM,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11/17/2017 5:20:24 PM,11/17/2017 5:20:24 PM,31,1,9164,21984,32864,12828,9164,21984,32864,12828,,,,,,,,,,,,,,,,,
