Title,MajorStudio,Runtime,Rating,Production Budget (in millions),In Release,Widest Release,Opening Weekend Gross,Total Gross,Critic Rating,Audience Rating,Year,MonthOfRelease,LogOpeningWeekendGross,LogProductionBudget,LogWidestRelease,LogTotalGross
The Dark Knight Rises,1,165,PG-13,250,147,4404,160887295,448139099,88,90,2012,7,18.8962146467567,19.3369714758265,8.39026849784257,19.9206142310269
The Hunger Games,1,142,PG-13,78,168,4137,152535747,408010692,84,81,2012,3,18.8429095331002,18.1722193846539,8.32772616646141,19.8268039379074
Skyfall,1,143,PG-13,200,122,3526,88364714,304360277,92,86,2012,11,18.2969832850252,19.1138279245123,8.16791936295782,19.5337226793786
The Hobbit: An Unexpected Journey,1,166,PG-13,180,133,4100,84617303,303003568,64,83,2012,12,18.2536493308504,19.0084674088545,8.3187422526924,19.5292551389819
The Twilight Saga: Breaking Dawn Part 2,1,116,PG-13,120,112,4070,141067634,292324737,49,71,2012,11,18.7647500070946,18.6030023007463,8.31139827843664,19.4933758553067
The Amazing Spider-Man,1,136,PG-13,230,104,4318,62004688,262030663,73,77,2012,7,17.9427205530541,19.2535898668875,8.37054761107475,19.3839720892285
Brave,1,100,PG,185,210,4164,66323594,237283207,78,76,2012,6,18.0100562591203,19.0358663830426,8.33423142973486,19.2847649519402
Ted,1,106,R,50,118,3303,54415205,218815487,68,74,2012,6,17.8121541764488,17.7275335633924,8.10258642539079,19.2037394075429
Madagascar 3: Europe's Most Wanted,1,93,PG,145,133,4263,60316738,216391482,79,73,2012,6,17.9151202019524,18.7922443003848,8.35772841676521,19.1925997418698
Dr. Seuss' The Lorax,1,95,PG,70,147,3769,70217070,214030500,54,64,2012,3,18.06710200183,18.0640058000136,8.23456499326714,19.1816290861951
Wreck-It Ralph,1,108,PG,165,182,3752,49038712,189422889,86,86,2012,11,17.7081205849733,18.9214560318649,8.23004431012611,19.0594925814673
MIB 3,1,106,PG-13,225,108,4248,54592779,179020854,70,71,2012,5,17.8154121792217,19.2316109601687,8.35420356292178,19.0030128598124
Django Unchained,1,165,R,100,143,3012,30122888,162805434,88,92,2012,12,17.2207958394336,18.4206807439524,8.01035958891978,18.908066389354
Ice Age: Continental Drift,1,94,PG,95,210,3886,46629259,161321843,37,63,2012,7,17.657738777601,18.3693874495648,8.26513562993739,18.8989119524021
Snow White and the Huntsman,1,127,PG-13,170,97,3777,56217700,155332381,48,52,2012,6,17.8447422118979,18.9513089950145,8.23668532271246,18.8610777725017
Les Miserables (2012),1,157,PG-13,61,101,2927,27281735,148809770,70,79,2012,12,17.1217279886239,17.9263844221376,7.98173328669189,18.81817933681
Hotel Transylvania,1,91,PG,85,144,3375,42522194,148313048,45,72,2012,9,17.5655367093542,18.2581618144546,8.12415060330663,18.8148357870544
Taken 2,1,91,PG-13,45,140,3706,49514769,139854287,21,53,2012,10,17.7177815466737,17.6221730477346,8.21770840684531,18.7561116314148
21 Jump Street,1,109,R,42,108,3148,36302612,138447667,85,82,2012,3,17.4074002525692,17.5531801762476,8.05452260953729,18.7460029565906
Argo,1,120,R,44.5,194,3247,19458109,136025503,96,90,2012,10,16.7837744563108,17.6109997471365,8.08548677210285,18.7283529481791
Prometheus,1,124,R,130,105,3442,51050101,126477084,73,69,2012,6,17.7483180810255,18.6830450084199,8.14380797677148,18.6555716955713
Safe House,1,117,R,85,97,3121,40172720,126373434,53,64,2012,2,17.5086987162662,18.2581618144546,8.04590874227078,18.6547518435367
The Vow,1,104,PG-13,30,94,3038,41202458,125014030,29,63,2012,2,17.5340084727343,17.2167079396264,8.01895468315572,18.6439365289681
Life of Pi,1,126,PG,120,247,2946,22451514,124987023,87,84,2012,11,16.9268686086314,18.6030023007463,7.98820359702258,18.6437204738773
Magic Mike,1,110,R,7,91,3120,39127170,113721571,80,61,2012,6,17.4823276685453,15.7614207070196,8.04558828080353,18.5492636592841
The Bourne Legacy,1,135,PG-13,125,91,3753,38142825,113203870,55,59,2012,8,17.4568482246122,18.6438242952666,8.23031079913502,18.5447009104281
Journey 2: The Mysterious Island,1,94,PG,79,140,3500,27335363,103860290,42,59,2012,2,17.1236917699011,18.1849584104313,8.16051824747751,18.4585571885968
Rise of the Guardians,1,97,PG,145,142,3672,23773465,103412758,74,81,2012,11,16.9840806006942,18.7922443003848,8.20849175174038,18.4542388973403
Flight,1,139,R,31,105,2638,24900566,93772375,78,75,2012,11,17.0304010921003,17.2494977624494,7.87777633327726,18.3563808610051
Think Like a Man,1,122,PG-13,12,80,2052,33636303,91547205,53,80,2012,4,17.3311164880998,16.3004172077523,7.62657020629066,18.3323652988536
The Campaign,1,97,R,95,105,3302,26588460,86907746,64,51,2012,8,17.095987845032,18.3693874495648,8.10228362448007,18.2803577232022
The Expendables 2,1,102,R,100,98,3355,28591370,85028192,65,67,2012,8,17.1686154820032,18.4206807439524,8.11820704940578,18.2584934300523
Wrath of the Titans,1,99,PG-13,150,91,3545,33457188,83670083,25,49,2012,3,17.3257772093458,18.8261458520605,8.17329343896623,18.2423920402636
Jack Reacher,1,130,PG-13,60,91,3352,15210156,80070736,61,67,2012,12,16.5374739205931,17.9098551201864,8.11731246160197,18.1984210019636
Dark Shadows,1,113,PG-13,150,98,3755,29685274,79727149,37,46,2012,5,17.2061616558953,18.8261458520605,8.23084356419824,18.1941207256555
Parental Guidance,1,104,PG,25,150,3368,14554053,77267296,18,60,2012,12,16.4933800694931,17.0343863828325,8.12207437536222,18.1627813451212
John Carter,1,132,PG-13,250,112,3749,30180188,73078100,51,60,2012,3,17.2226962405755,19.3369714758265,8.22924441673591,18.1070392902308
Act of Valor,0,111,R,12,105,3053,24476632,70012847,25,72,2012,2,17.0132294244438,16.3004172077523,8.02387999273488,18.0641893117458
This Is 40,1,133,R,35,70,2931,11579175,67544505,51,50,2012,12,16.2647187840479,17.3708586194537,7.98309894071089,18.0282972719114
Contraband,1,110,R,25,63,2870,24349815,66528000,51,57,2012,1,17.0080348099281,17.0343863828325,7.96206730875367,18.0131334696399
Looper,0,118,R,30,96,2993,20801522,66486205,93,82,2012,9,16.8505367150715,17.2167079396264,8.0040315078527,18.0125050404977
Tyler Perry's Madea's Witness Protection,1,114,PG-13,20,84,2161,25390575,65653242,21,67,2012,6,17.0498886001357,16.8112428315183,7.67832635650689,17.9998975405859
Battleship,1,131,PG-13,209,76,3702,25534825,65422625,34,55,2012,5,17.0555537647018,19.1578448099291,8.21662849313344,17.9963787046134
Mirror Mirror,0,106,PG,85,140,3618,18132085,64935167,49,45,2012,3,16.7131935788766,18.2581618144546,8.19367666595524,17.9888998993256
Chronicle (2012),1,83,PG-13,12,126,2908,22004098,64575175,85,71,2012,2,16.9067392667033,16.3004172077523,7.97522083865341,17.9833406069696
Hope Springs,1,121,PG-13,30,75,2441,14650121,63536011,74,56,2012,8,16.4999591527789,17.2167079396264,7.80016307039296,17.9671174054834
Underworld Awakening,1,88,R,70,49,3078,25306725,62321039,26,62,2012,1,17.0465807286531,18.0640058000136,8.03203531439882,17.9478096314032
The Lucky One,1,101,PG-13,25,91,3175,22518358,60457138,20,67,2012,4,16.9298414456112,17.0343863828325,8.06306291132679,17.9174452091128
The Dictator,1,83,R,65,72,3014,17435092,59650222,57,45,2012,5,16.6739955148202,17.9898978278599,8.01102337918644,17.9040084282113
Total Recall (2012),1,121,PG-13,125,66,3601,25577758,58877969,30,47,2012,8,17.0572337036749,18.6438242952666,8.18896686364888,17.8909775379041
American Reunion,1,113,R,50,55,3203,21514080,57011521,43,63,2012,4,16.8842181624761,17.7275335633924,8.07184314960916,17.8587639281818
ParaNorman,0,93,PG,60,140,3455,14087050,56003051,87,72,2012,8,16.4607664936079,17.9098551201864,8.14757773620177,17.8409167293582
This Means War,1,97,PG-13,65,119,3189,17405930,54760791,26,57,2012,2,16.6723215107218,17.9898978278599,8.06746266701006,17.8184850031305
Project X,1,88,R,12,77,3055,21051363,54731865,28,61,2012,3,16.8624758665903,16.3004172077523,8.0245348716057,17.8179566389144
The Woman in Black,0,95,PG-13,15,91,2856,20874072,54333290,66,55,2012,2,16.8540183726232,16.5235607590665,7.95717732345948,17.8106476725566
Paranormal Activity 4,1,95,R,5,79,3412,29003866,53921300,24,35,2012,10,17.1829396894105,15.4249484703984,8.13505390861157,17.80303613407
The Devil Inside,1,87,R,1,77,2551,33732515,53261944,6,22,2012,1,17.333972766962,13.8155105579643,7.84424071814181,17.7907326378717
The Odd Life of Timothy Green,1,100,PG,40,156,2717,10822903,51854875,33,68,2012,8,16.1971750948422,17.5043900120782,7.90728360942635,17.7639595094351
Ghost Rider: Spirit of Vengeance,1,95,PG-13,57,84,3174,22115334,51774002,18,32,2012,2,16.9117817720419,17.8585618257988,8.06274790108635,17.7623986893479
The Grey,0,117,R,25,84,3208,19665101,51580236,79,61,2012,1,16.7943560998633,17.0343863828325,8.07340296898641,17.7586491338238
Red Tails,1,120,PG-13,58,140,2573,18782154,49876377,40,58,2012,1,16.7484177216529,17.8759535685107,7.85282781228174,17.7250580418157
The Possession,1,91,PG-13,14,84,2860,17732480,49130154,40,49,2012,8,16.6909085441852,16.4545678875795,7.9585769038139,17.7099835386809
Diary of a Wimpy Kid: Dog Days,1,94,PG,22,140,3401,14623599,49008662,51,64,2012,8,16.4981471516218,16.9065530113226,8.1318247850072,17.7075076159622
Sinister,1,110,R,3,84,2542,18007634,48086903,63,61,2012,10,16.7063063370619,14.9141228466324,7.8407064517494,17.6885204110969
Savages (2012),1,130,R,45,62,2635,16016910,47382068,51,55,2012,7,16.5891555971049,17.6221730477346,7.87663846097546,17.6737544028509
Here Comes the Boom,1,105,PG,26,130,3014,11816596,45290318,38,66,2012,10,16.2850155420025,17.0736070959858,8.01102337918644,17.6286038369253
Red Dawn (2012),0,93,PG-13,65,93,2781,14276668,44806783,12,52,2012,11,16.4741371543159,17.9898978278599,7.93056585423397,17.6178700921744
The Three Stooges,1,92,PG,30,126,3482,17010125,44338224,51,48,2012,4,16.6493193129635,17.2167079396264,8.15536212032814,17.6073577072231
Resident Evil: Retribution,1,95,R,65,59,3016,21052227,42345531,31,51,2012,9,16.8625169082212,17.9898978278599,8.01168672912785,17.5613734481104
The Cabin in the Woods,1,95,R,30,91,2811,14743614,42073277,92,73,2012,4,16.506320597848,17.2167079396264,7.94129557090653,17.5549233465193
What to Expect When You're Expecting,1,110,PG-13,40,77,3021,10547068,41152203,22,48,2012,5,16.171358464569,17.5043900120782,8.01334318138667,17.5327880194988
End of Watch,0,109,R,7,119,2780,13152683,41003371,85,86,2012,9,16.3921363261949,15.7614207070196,7.93020620668468,17.5291648408009
Rock of Ages,1,123,PG-13,75,63,3470,14437269,38518613,41,54,2012,6,16.4853235461183,18.1329986715006,8.15190987294091,17.466652136977
Abraham Lincoln: Vampire Hunter,1,105,R,69,91,3109,16306974,37519139,35,51,2012,6,16.6071034270348,18.0496170625615,8.04205641005875,17.4403617340778
Lawless,1,115,R,26,93,3138,10001982,37400127,67,75,2012,8,16.1182938313193,17.0736070959858,8.05134093329298,17.4371846581009
The Guilt Trip,1,95,PG-13,40,79,2431,5290629,37134215,38,39,2012,12,15.4814477003577,17.5043900120782,7.79605797431612,17.430049339775
That's My Boy,1,114,R,70,38,3030,13453714,36931089,20,52,2012,6,16.4147657597232,18.0640058000136,8.01631789850342,17.4245642746149
Trouble with the Curve,1,111,PG-13,60,84,3212,12162040,35763137,50,67,2012,9,16.3138301835895,17.9098551201864,8.07464907506665,17.3924282281357
The Watch,1,102,R,68,83,3168,12750297,35353000,17,40,2012,7,16.3610651234151,18.0350182631404,8.06085575293432,17.3808938123354
Frankenweenie,1,87,PG,39,147,3005,11412213,35291068,87,70,2012,10,16.250194655705,17.4790722040939,8.00803284696931,17.3791404587243
Step Up Revolution,1,100,PG-13,33,70,2606,11731708,35074677,42,69,2012,7,16.2778058195778,17.3120181194308,7.86557175768479,17.3729899750722
Tyler Perry's Good Deeds,1,129,PG-13,14,84,2132,15583924,35025791,31,76,2012,2,16.5617504280558,16.4545678875795,7.66481578528574,17.371595233801
House at the End of The Street,0,101,PG-13,10,91,3083,12287234,31611916,10,42,2012,9,16.324071395187,16.1180956509583,8.03365842788615,17.2690446960847
The Pirates! Band of Misfits,1,88,PG,55,101,3358,11137734,31051126,86,60,2012,4,16.2258493606415,17.8228437431967,8.11910083763749,17.2511456297764
Joyful Noise,1,118,PG-13,27.5,70,2735,11225190,30932113,33,66,2012,1,16.2336709179527,17.1296965626368,7.91388671485608,17.2473054578791
The Five-Year Engagement,1,124,R,30,55,2941,10610060,28835528,63,52,2012,4,16.1773131656166,17.2167079396264,7.986504938554,17.1771187959443
Cloud Atlas,1,164,R,102,91,2023,9612247,27108272,66,66,2012,10,16.0785485725537,18.4404833712485,7.61233683716775,17.1153494791261
One For the Money,1,91,PG-13,40,77,2737,11515790,26414527,2,43,2012,1,16.2592296950495,17.5043900120782,7.91461770904068,17.0894246819277
Alex Cross,1,101,PG-13,35,77,2541,11396768,25888412,12,48,2012,10,16.2488403643966,17.3708586194537,7.84031298332016,17.0693060134232
Sparkle (2012),0,120,PG-13,14,45,2244,11643342,24397469,57,65,2012,8,16.2702450724605,16.4545678875795,7.71601526664259,17.009989955375
Premium Rush,1,91,PG-13,35,59,2255,6030164,20275446,76,60,2012,8,15.6122847656801,17.3708586194537,7.72090525193678,16.8249211552577
Big Miracle,1,123,PG,40,63,2133,7760205,20157300,73,64,2012,2,15.8645193093362,17.5043900120782,7.66528471847135,16.8190770636268
Haywire,0,93,R,23,63,2441,8425370,18942396,80,40,2012,1,15.9467579501523,16.9510047738934,7.80016307039296,16.756913142473
Man on a Ledge,1,102,PG-13,42,35,2998,8001932,18620000,32,52,2012,1,15.8951935704877,17.5531801762476,8.00570067866254,16.7397468298132
A Thousand Words,1,91,PG-13,40,84,1895,6176280,18450127,0,47,2012,3,15.6362267064466,17.5043900120782,7.54697411751653,16.730581811896
Chernobyl Diaries,1,90,R,1,56,2433,7955307,18119640,19,28,2012,5,15.8893498110898,13.8155105579643,7.79688034278352,16.7125069908321
Silent Hill: Revelation 3D,0,94,R,20,52,2933,8023036,17529157,5,36,2012,10,15.8978274618253,16.8112428315183,7.98378106897745,16.6793761667508
Wanderlust,1,98,R,32.5,41,2002,6526650,17450535,59,40,2012,2,15.6914043527691,17.2967506473,7.60190195987517,16.6748808651685
Safe (2012),1,95,R,30,56,2271,7892539,17142080,57,59,2012,4,15.8814284408021,17.2167079396264,7.72797554210556,16.6570468173301
The Raven,0,103,R,26,77,2209,7289642,16008272,23,46,2012,4,15.8019649944114,17.0736070959858,7.70029520342012,16.5886161466056
The Man with the Iron Fists,1,96,R,15,49,1872,7910980,15634090,49,40,2012,11,15.8837622258749,16.5235607590665,7.53476265703754,16.56496434443
Killing Them Softly,1,97,R,15,84,2424,6812900,15026056,75,44,2012,11,15.7343284318263,16.5235607590665,7.79317434718921,16.5252963187777
Seven Psychopaths,0,109,R,15,70,1480,4174915,15024049,83,71,2012,10,15.2446045567784,16.5235607590665,7.29979736675816,16.5251627418732
Hit and Run,0,100,R,2,51,2870,4526222,13749300,49,49,2012,8,15.3253981539064,14.5086577385242,7.96206730875367,16.43649847169
Dredd,1,95,R,50,42,2557,6278491,13414714,78,72,2012,9,15.6526402229467,17.7275335633924,7.84658997529119,16.411862722196
Playing for Keeps,0,95,PG-13,35,76,2840,5750288,13102272,4,42,2012,12,15.5647604984757,17.3708586194537,7.95155933115525,16.3882962082478
Anna Karenina,0,130,R,49,105,422,320690,12816367,63,50,2012,11,12.6782302034053,17.7073308560749,6.04500531403601,16.3662335839602
Beasts of the Southern Wild,1,91,PG-13,1.8,268,318,169702,12795746,86,76,2012,6,12.0417992366567,14.4032972228664,5.76205138278018,16.3646233299014
Silent House,0,85,R,2,56,2124,6661234,12754783,71,36,2012,3,15.7118153106387,14.5086577385242,7.66105638236183,16.3614168964772
Cirque Du Soleil: Worlds Away,1,91,PG,25,56,840,2162993,12512862,47,58,2012,12,14.587003468684,17.0343863828325,6.73340189183736,16.342267633256
People Like Us,1,115,PG-13,16,63,2055,4255423,12434778,55,62,2012,6,15.2637047275045,16.5880992802041,7.62803112693034,16.3360077822255
Gone,1,85,PG-13,1,49,2186,4770360,11682205,11,43,2012,2,15.3779323317148,13.8155105579643,7.68982866873648,16.2735773017934
The Words,0,96,PG-13,6,28,2801,4750894,11494838,22,50,2012,9,15.3738433688278,15.6072700271923,7.93773177526011,16.2574086229962
Fun Size,1,90,PG-13,14,49,3016,4101017,9409538,25,48,2012,10,15.226745549696,16.4545678875795,8.01168672912785,16.0572344136506
Bernie,0,104,PG-13,14,146,332,85805,9206470,90,72,2012,4,11.3598325588364,16.4545678875795,5.80513496891649,16.0354170557168
Salmon Fishing in the Yemen,0,112,PG-13,50,91,524,225894,9047981,67,64,2012,3,12.3278211416784,17.7275335633924,6.26149168432104,16.0180521968643
Arbitrage,0,100,R,12,126,256,2002165,7919574,87,63,2012,9,14.5097396530436,16.3004172077523,5.54517744447956,15.8848479744652
Seeking a Friend for the End of the World,0,94,R,10,14,1625,3822803,7078738,56,53,2012,6,15.1564944811389,16.1180956509583,7.39326309476384,15.7726062011942
The Collection,0,81,R,10,31,1403,3104269,6842058,37,50,2012,11,14.9482888189014,16.1180956509583,7.24636808010246,15.7385991215373
Hyde Park on Hudson,0,94,R,,112,246,81362,6376145,36,31,2012,12,11.3066636125245,,5.50533153593236,15.6680742407243
Hitchcock,1,98,PG-13,,112,561,287715,6008677,62,60,2012,11,12.5697256858239,,6.3297209055227,15.6087151491671
Chasing Mavericks,1,111,PG,20,80,2030,2268274,6002756,31,71,2012,10,14.6345297478202,16.8112428315183,7.61579107203583,15.6077292550644
The Sessions,1,98,R,1,147,516,113467,6002451,94,81,2012,10,11.6392673247293,13.8155105579643,6.24610676548156,15.6076784437789
Casa De Mi Padre,1,84,R,6,63,475,2287239,5909483,43,36,2012,3,14.6428559712614,15.6072700271923,6.16331480403464,15.5920689067064
Won't Back Down,1,121,PG,25,56,2517,2603370,5310554,33,62,2012,9,14.7723173175556,17.0343863828325,7.83082299513532,15.4852067192261
October Baby (2012),0,107,PG-13,1,84,390,1697130,5157886,22,80,2012,3,14.3444491470572,13.8155105579643,5.96614673912369,15.4560373635894
The Apparition,1,82,PG-13,17,49,810,2841488,4936819,3,25,2012,8,14.8598384165888,16.6487239020205,6.69703424766648,15.4122317546285
"Jeff, Who Lives at Home",0,83,R,7.5,63,513,855709,4269426,78,62,2012,3,13.6596856440556,15.8304135785065,6.24027584517077,15.2669899499393
Goon,0,91,R,8,98,242,1232860,4168528,82,70,2012,2,14.0248472314987,15.8949520996441,5.48893772615669,15.2430735338547
Safety Not Guaranteed,0,85,R,0.8,133,182,97762,4010957,91,80,2012,6,11.4902912324613,13.5923670066501,5.2040066870768,15.2045404241762
The Cold Light of Day,1,93,PG-13,20,28,1511,1831588,3763583,5,29,2012,9,14.4206939080948,16.8112428315183,7.32052696227274,15.1408819871527
Nitro Circus the Movie 3D,0,88,PG-13,,65,800,1183701,3377618,6,63,2012,8,13.9841565287503,,6.68461172766793,15.0326812852898
Atlas Shrugged: Part II,0,112,PG-13,10,49,1012,1751572,3336053,5,62,2012,10,14.3760242283968,16.1180956509583,6.91968384984741,15.0202989296247
Last Ounce of Courage,0,101,PG,20,28,1407,1585994,3329674,0,70,2012,9,14.2767218980676,16.8112428315183,7.24921505711439,15.0183849592664
Robot & Frank,0,90,PG-13,2.5,137,209,35539,3325038,86,75,2012,8,10.4783859640027,14.7318012898384,5.34233425196481,15.0169916605782
Celeste and Jesse Forever,1,91,R,0.8,133,586,107785,3094813,70,61,2012,8,11.5878937812075,13.5923670066501,6.37331978957701,14.9452380422432
Albert Nobbs,0,114,R,7.5,112,245,696088,3014696,56,48,2012,1,13.4532313681057,15.8304135785065,5.50125821054473,14.9190095538724
Girl in Progress,1,90,PG-13,5,42,322,1384078,2609412,29,54,2012,5,14.1405447719532,15.4249484703984,5.77455154554441,14.7746354665615
Ruby Sparks,1,104,R,8,93,261,140822,2540106,79,75,2012,7,11.8552519605003,15.8949520996441,5.56452040732269,14.7477163704074
Sleepwalk with Me,0,81,PG-13,0.8,90,135,68801,2266067,84,71,2012,8,11.1389735586995,13.5923670066501,4.90527477843843,14.6335562876528
Killer Joe,0,103,NC-17,10,80,75,37900,1987762,78,61,2012,7,10.5427063910705,16.1180956509583,4.31748811353631,14.502519940722
Crooked Arrows,0,100,PG-13,5,63,327,257364,1832541,38,63,2012,5,12.458246704223,15.4249484703984,5.78996017089725,14.4212140862989
Hysteria,1,100,R,,133,218,35656,1804139,58,54,2012,5,10.4816727146264,,5.38449506278909,14.4055940276342
Your Sister's Sister,0,90,R,0.1,72,101,109221,1636190,83,66,2012,6,11.6011286314965,11.5129254649702,4.61512051684126,14.3078809263208
A Late Quartet,0,105,R,,132,100,75279,1562546,78,70,2012,11,11.2289564904303,,4.60517018598809,14.2618271001593
"For a Good Time, Call...",0,86,R,1.3,42,107,143935,1251749,55,54,2012,8,11.8771170877626,14.0778748224318,4.67282883446191,14.0400523313103
Take This Waltz,0,116,R,9.5,91,64,137019,1239692,77,57,2012,6,11.8278748813256,16.0668023565708,4.15888308335967,14.0303735196313
Woman Thou Art Loosed!: On the 7th Day,0,101,PG-13,3,49,106,641542,1213128,20,69,2012,4,13.3716299324457,14.9141228466324,4.66343909411207,14.0087127058544
The Deep Blue Sea,0,98,R,3.7,161,61,123841,1126525,79,52,2012,3,11.7267537637264,15.1238433776145,4.11087386417331,13.9346482312402
Oogieloves In The BIG Balloon Adventure,0,83,G,20,23,2160,443901,1065907,27,68,2012,8,13.0033568435792,16.8112428315183,7.67786350067821,13.8793366378759
Damsels in Distress,1,98,PG-13,3,140,205,58589,1008455,75,40,2012,4,10.9783022446342,14.9141228466324,5.32300997913841,13.823930014657
Unconditional,0,97,PG-13,2,17,312,525192,1005800,67,87,2012,9,13.1715191890023,14.5086577385242,5.74300318780948,13.82129380272
Rampart,0,107,R,12,91,106,60446,972512,74,35,2012,2,11.0095056834648,16.3004172077523,4.66343909411207,13.7876376937302
Darling Companion,1,103,PG-13,12,126,64,39962,793815,22,30,2012,4,10.5956842815601,16.3004172077523,4.15888308335967,13.5846057156
Thin Ice,0,94,R,,98,53,183527,790421,69,52,2012,2,12.1201170746175,,3.97029191355212,13.5803209938888
Cosmopolis,0,108,R,20.5,49,65,70339,763556,64,31,2012,8,11.161081689265,16.8359354441086,4.17438726989564,13.545741747382
Coriolanus,1,122,R,7.7,133,21,61136,757195,93,58,2012,1,11.0208561696867,15.8567308868239,3.04452243772342,13.5373760950203
On the Road,0,124,R,25,132,107,39550,744296,43,34,2012,12,10.5853209731958,17.0343863828325,4.67282883446191,13.5201940841565
The Paperboy,0,107,R,12.5,49,76,102706,693286,43,34,2012,10,11.5396258168002,16.3412392022725,4.33073334028633,13.4491978914482
Not Fade Away,0,112,R,20,35,565,19182,610792,70,42,2012,12,9.8617276182879,16.8112428315183,6.33682573114644,13.3225117546639
Blue Like Jazz,0,106,PG-13,1.2,56,136,261190,595018,38,64,2012,4,12.4730033908123,13.9978321147582,4.91265488573605,13.296346936171
"Peace, Love and Misunderstanding",0,96,R,,34,76,105960,590700,29,39,2012,6,11.570816943386,,4.33073334028633,13.2890635532953
W.E.,1,118,R,29,98,24,47074,583455,13,47,2012,2,10.7594761106019,17.1828063879507,3.17805383034795,13.2767226069122
Being Flynn,0,86,R,,42,88,43990,540152,51,42,2012,3,10.6917176143428,,4.47733681447821,13.1996058604135
Bachelorette,0,91,R,3,35,60,181494,447954,56,35,2012,9,12.1089778742894,14.9141228466324,4.0943445622221,13.0124458275539
Seeking Justice,0,105,R,17,21,231,249912,411746,27,39,2012,3,12.4288641348778,16.6487239020205,5.44241771052179,12.92816193336
Sound of My Voice,1,85,R,,63,48,36134,408015,74,66,2012,4,10.4949895293339,,3.87120101090789,12.9190592174164
Smashed,1,85,R,0.5,91,50,26943,376597,84,67,2012,10,10.2014788023391,13.1223633774043,3.91202300542815,12.8389309291618
Piranha 3DD,1,83,R,5,21,86,182237,376512,13,23,2012,6,12.1130633167369,15.4249484703984,4.45434729625351,12.8387051982241
Red Hook Summer,0,121,R,0.7,104,41,40070,338803,59,33,2012,8,10.5983832036302,13.4588356140255,3.71357206670431,12.7331740965024
