Title,MajorStudio,Runtime,Rating,Production Budget (in millions),In Release,Widest Release,Opening Weekend Gross,Total Gross,Critic Rating,Audience Rating,Year,MonthOfRelease,LogOpeningWeekendGross,LogProductionBudget,LogWidestRelease,LogTotalGross
Liberal Arts,0,97,PG-13,,69,31,27435,327345,70,60,2012,9,10.2195748494931,,3.43398720448515,12.6987699395812
Compliance,0,90,R,0.3,77,21,16427,319285,89,61,2012,8,9.7066816015412,12.6115377536383,3.04452243772342,12.6738393998355
Stolen (2012),0,96,R,35,14,141,183125,304318,16,35,2012,9,12.1179242587535,17.3708586194537,4.94875989037817,12.6258284862881
Lola Versus,1,89,R,0.15,35,52,31815,252603,35,30,2012,6,10.3676931556669,11.9183905730784,3.95124371858143,12.4395743653126
Keep the Lights On,0,101,Unrated,,112,10,55574,246112,90,62,2012,9,10.9254707449683,,2.30258509299405,12.4135419958568
My Uncle Rafael,0,102,PG-13,1.3,51,14,109747,243616,20,78,2012,9,11.6059329957119,14.0778748224318,2.63905732961526,12.4033484941059
Middle of Nowhere (2012),0,97,R,0.2,63,25,67909,236806,88,71,2012,10,11.1259238526276,12.2060726455302,3.2188758248682,12.3749965195088
Touchback,0,118,PG-13,5,41,69,66998,204232,38,64,2012,4,11.1124180471813,15.4249484703984,4.23410650459726,12.2270118815438
The Hunger Games: Catching Fire,1,146,PG-13,130,133,4163,158074286,424668047,89,90,2013,11,18.8785756450555,18.6830450084199,8.33399124719498,19.8668183558155
Iron Man 3,1,129,PG-13,200,133,4253,174144585,409013994,78,79,2013,5,18.9753964604083,19.1138279245123,8.35537989525363,19.8292599285807
Despicable Me 2,1,98,PG,76,197,4003,83517315,368061265,74,85,2013,7,18.2405645335933,18.1462438982506,8.29479935899257,19.723759963255
Man of Steel,1,143,PG-13,225,98,4207,116619362,291045518,55,76,2013,6,18.5744258729836,19.2316109601687,8.34450508359052,19.4889902321475
Gravity,1,91,PG-13,100,217,3820,55785112,274092705,97,81,2013,10,17.8370175817156,18.4206807439524,8.24800570160062,19.4289769465445
Monsters University,1,107,G,200,182,4004,82429469,268492764,78,82,2013,6,18.2274535644392,19.1138279245123,8.29504914043511,19.4083345218294
The Hobbit: The Desolation of Smaug,1,161,PG-13,225,126,3928,73645197,258366855,74,86,2013,12,18.1147694848971,19.2316109601687,8.27588566947436,19.3698910515216
Fast & Furious 6,1,130,PG-13,160,105,3771,97375245,238679850,68,84,2013,5,18.3940825781982,18.8906843731981,8.23509549725836,19.2906336721614
Oz The Great and Powerful,1,127,PG,215,133,3912,79110453,234911825,59,56,2013,3,18.1863555731852,19.1861485860919,8.27180403115471,19.2747207889326
Star Trek Into Darkness,1,123,PG-13,190,120,3907,70165559,228778661,87,90,2013,5,18.0663681360707,19.0625346301248,8.27052509505507,19.2482655482603
Thor: The Dark World,1,120,PG-13,170,161,3841,85737841,206362140,65,79,2013,11,18.266804838038,18.9513089950145,8.2534880283459,19.1451431445137
World War Z,1,116,PG-13,190,112,3607,66411834,202359711,67,72,2013,6,18.0113858214584,19.0625346301248,8.19063168090354,19.1255574192391
The Croods,1,98,PG,135,182,4065,43639736,187168425,70,78,2013,3,17.591478669415,18.7207853364027,8.31016902198191,19.0475194379096
The Heat,1,117,R,43,168,3184,39115043,159582188,65,72,2013,6,17.4820176824232,17.5767106736578,8.06589354696427,18.8880696327418
We're the Millers,1,110,R,37,121,3445,26419396,150394119,47,72,2013,8,17.0896089953285,17.4264284706085,8.14467918344776,18.8287698663219
The Great Gatsby (2013),1,143,PG-13,105,105,3550,50085185,144840419,49,68,2013,5,17.7292358137419,18.4694709081218,8.17470288246946,18.7911431357048
The Conjuring,1,112,R,20,105,3115,41855326,137400141,86,82,2013,7,17.5497296108406,16.8112428315183,8.04398443122155,18.7384079639529
Identity Thief,1,111,R,35,119,3230,34551025,134506920,19,54,2013,2,17.357947774887,17.3708586194537,8.0802374162167,18.7171262054968
Grown Ups 2,1,101,PG-13,80,129,3491,41508572,133668525,7,54,2013,7,17.5414105180884,18.1975371926382,8.15794350710504,18.7108735992492
The Wolverine,1,126,PG-13,120,133,3924,53113752,132556852,69,70,2013,7,17.7879464357327,18.6030023007463,8.27486682068525,18.7025221830637
Anchorman 2: The Legend Continues,1,119,PG-13,50,65,3507,26232425,125168368,75,55,2013,12,17.0825067989612,17.7275335633924,8.16251625014018,18.6451703329513
G.I. Joe: Retaliation,1,99,PG-13,130,113,3734,40501814,122523060,28,49,2013,3,17.5168573211972,18.6830450084199,8.22523532410167,18.6238098151312
Cloudy with a Chance of Meatballs 2,1,95,PG,78,171,4001,34017930,119793567,70,67,2013,9,17.3423982965199,18.1722193846539,8.29429960885724,18.6012805443741
Now You See Me,1,116,PG-13,75,119,3082,29350389,117723989,50,71,2013,5,17.1948163579836,18.1329986715006,8.03333401588006,18.5838533662464
The Wolf of Wall Street,1,180,R,100,100,2557,18361578,116900694,76,83,2013,12,16.7257708871757,18.4206807439524,7.84658997529119,18.5768353631227
Lee Daniels' The Butler,1,132,PG-13,30,182,3330,24637312,116632095,73,79,2013,8,17.0197725997697,17.2167079396264,8.11072758297449,18.5745350512942
The Hangover Part III,1,100,R,103,85,3565,41671198,112200072,19,45,2013,5,17.5453207526854,18.4502395461939,8.1789193328484,18.5357941927639
Epic,1,102,PG,100,119,3894,33531068,107518682,64,66,2013,5,17.3279829700079,18.4206807439524,8.26719218593215,18.4931751764795
Captain Phillips,1,134,PG-13,55,143,3143,25718314,107100855,93,90,2013,10,17.0627139030855,17.8228437431967,8.05293303679757,18.4892815185794
Jackass Presents: Bad Grandpa,1,93,R,15,91,3345,32055177,102003019,60,62,2013,10,17.2829692571477,16.5235607590665,8.11522197256233,18.4405129688498
Pacific Rim,1,131,PG-13,190,98,3285,37285325,101802906,72,77,2013,7,17.4341103755641,19.0625346301248,8.09712193091871,18.4385492078422
This is the End,1,107,R,32,117,3055,20719162,101470202,83,72,2013,6,16.8465695305222,17.281246460764,8.0245348716057,18.4352757369895
Olympus Has Fallen,0,120,R,70,112,3106,30373794,98925640,48,67,2013,3,17.2290907551331,18.0640058000136,8.04109100370863,18.4098790147625
42,1,128,PG-13,40,105,3405,27487144,95020213,79,86,2013,4,17.1292289624198,17.5043900120782,8.13300021858361,18.3696001953539
Elysium,0,109,R,115,108,3284,29807393,93050117,68,59,2013,8,17.2102670079554,18.5604426863275,8.09681747057232,18.3486487984402
Planes,1,92,PG,50,133,3716,22232291,90288712,26,50,2013,8,16.9170563395595,17.7275335633924,8.22040309993373,18.3185230050363
The Lone Ranger,1,149,PG-13,215,100,3904,29210849,89302115,30,52,2013,7,17.1900507393301,19.1861485860919,8.26975694753298,18.3075357297768
Oblivion,1,125,PG-13,120,70,3792,37054485,89107235,54,61,2013,4,17.4278999550117,18.6030023007463,8.24064886337491,18.3053510900423
Insidious Chapter 2,0,105,PG-13,5,98,3155,40272103,83586447,38,58,2013,9,17.5111695539622,15.4249484703984,8.05674377497531,18.2413919476876
Turbo,1,96,PG,135,149,3809,21312625,83028128,67,67,2013,7,16.8748101780934,18.7207853364027,8.24512196647861,18.2346899999164
2 Guns,1,109,R,61,84,3028,27059130,75612460,64,67,2013,8,17.113535029414,17.9263844221376,8.01565761455734,18.1411316423841
White House Down,1,137,PG-13,150,80,3222,24852258,73103784,50,63,2013,6,17.0284591715701,18.8261458520605,8.07775756373692,18.1073906880861
Mama,1,100,PG-13,15,77,2781,28402310,71628180,65,56,2013,1,17.1619810378518,16.5235607590665,7.93056585423397,18.0869991299194
Safe Haven,0,115,PG-13,28,106,3223,21401594,71349120,12,68,2013,2,16.8789759631994,17.1477150681395,8.07806788181544,18.0830955682441
The Smurfs 2,1,105,PG,105,110,3867,17548389,71017784,14,58,2013,7,16.6804727087909,18.4694709081218,8.2602342916073,18.0784408825142
The Best Man Holiday,1,122,R,17,56,2041,30107555,70525195,68,85,2013,11,17.2202866949024,16.6487239020205,7.62119516280985,18.0714805798255
Percy Jackson: Sea of Monsters,1,106,PG,90,177,3080,14401054,68559554,41,57,2013,8,16.4828119563121,18.3153202282945,8.03268487596762,18.0432133269818
A Good Day to Die Hard,1,97,R,92,99,3555,24834845,67349198,14,41,2013,2,17.0277582653122,18.3372991350133,8.17611034223734,18.0254015528062
Warm Bodies,1,97,PG-13,35,98,3009,20353967,66380662,80,73,2013,2,16.8287863894298,17.3708586194537,8.00936307663005,18.0109163370898
Jack the Giant Slayer,1,114,PG-13,195,105,3525,27202226,65187603,52,56,2013,3,17.118809366153,19.088510116528,8.16763571524637,17.9927798707815
The Purge,1,85,R,3,63,2591,34058360,64473115,38,37,2013,6,17.3435860817166,14.9141228466324,7.85979918056211,17.9817588731663
Last Vegas,0,90,PG-13,28,112,3237,16334566,63914167,47,60,2013,11,16.6087940339469,17.1477150681395,8.08240225392624,17.973051600565
Ender's Game,1,114,PG-13,110,70,3407,27017351,61737191,60,67,2013,11,17.1119898472002,18.5159909237567,8.13358741766097,17.9383970787567
Prisoners,1,146,R,46,77,3290,20817053,61002302,82,87,2013,9,16.8512830645426,17.6441519544534,8.09864284375942,17.9264221591305
After Earth,1,100,PG-13,130,80,3401,27520040,60522097,11,37,2013,5,17.1304250245167,18.6830450084199,8.1318247850072,17.9185190959867
The Secret Life of Walter Mitty,1,114,PG,90,107,2922,12765508,58236838,83,82,2013,12,16.3622574041839,18.3153202282945,7.98002359231065,17.8800286677964
Escape From Planet Earth,1,89,PG,40,161,3353,15891055,57012977,33,55,2013,2,16.5812669302674,17.5043900120782,8.11761074646623,17.8587894665534
Free Birds,0,90,PG,55,140,3736,15805237,55750480,18,45,2013,11,16.5758518987741,17.8228437431967,8.22577079934873,17.8363965781329
Hansel and Gretel: Witch Hunters,1,88,R,50,91,3375,19690956,55703475,15,53,2013,1,16.7956700020014,17.7275335633924,8.12415060330663,17.8355530907432
Evil Dead (2013),0,91,R,17,66,3025,25775847,54239856,62,64,2013,4,17.0649484486271,16.6487239020205,8.01466637046494,17.8089265467256
Red 2,1,116,PG-13,84,91,3016,18048422,53262560,42,64,2013,7,16.7085688150988,18.2463273568076,8.01168672912785,17.7907442032858
Tyler Perry's A Madea Christmas,1,105,PG-13,25,63,2194,16007634,52543354,19,73,2013,12,16.5885762914161,17.0343863828325,7.69348164083518,17.7771491772607
Tyler Perry's Temptation: Confessions of a Marriage Counselor,1,111,PG-13,37,63,2047,21641679,51975354,15,67,2013,3,16.8901315967331,17.4264284706085,7.62413058566129,17.766280202652
The Call,0,95,R,13,87,2507,17118745,51872378,43,66,2013,3,16.6556846199161,16.3804599154258,7.82684209815829,17.7642969906594
Pain and Gain,1,129,R,26,125,3303,20244505,49875291,50,47,2013,4,16.8233939566679,17.0736070959858,8.10258642539079,17.7250362677437
Gangster Squad,1,113,R,60,84,3103,17070347,46000903,32,58,2013,1,16.6528534226249,17.9098551201864,8.04012466444838,17.6441715846955
The Internship,1,119,PG-13,58,98,3399,17325307,44672764,34,53,2013,6,16.667678822941,17.8759535685107,8.13123654969612,17.6148745673935
Snitch,1,112,PG-13,15,98,2511,13167607,42930462,56,62,2013,2,16.3932703563746,16.5235607590665,7.82843635915759,17.5750922018479
Riddick,1,119,R,38,56,3117,19030375,42025135,58,55,2013,9,16.761546944806,17.4530967176907,8.04462627976734,17.5537784496274
A Haunted House,0,80,R,2.5,52,2160,18101682,40041683,10,52,2013,1,16.7115154200953,14.7318012898384,7.67786350067821,17.505431544495
47 Ronin,1,127,PG-13,175,44,2690,9910310,38362475,12,49,2013,12,16.1090861873507,18.9802965318878,7.89729647259589,17.4625903262318
The Family (2013),0,112,R,30,119,3091,14034764,36918811,29,42,2013,9,16.4570479525317,17.2167079396264,8.03624994213212,17.4242317623133
Walking with Dinosaurs,1,87,PG,80,112,3243,7091938,36076121,24,42,2013,12,15.7744692038932,18.1975371926382,8.08425410630732,17.4011417362925
Carrie (2013),1,92,R,30,38,3157,16101552,35266619,49,46,2013,10,16.5944262228243,17.2167079396264,8.05737748855799,17.3784474371126
Texas Chainsaw 3D,1,92,R,20,56,2659,21744470,34341945,19,42,2013,1,16.8948700302977,16.8112428315183,7.88570539124302,17.3518780513171
R.I.P.D.,1,96,PG-13,130,70,2852,12691415,33618855,13,39,2013,7,16.3564363385965,18.6830450084199,7.95577578153419,17.3305976282559
Kevin Hart: Let Me Explain,1,75,R,2.5,51,892,10030463,32244051,63,72,2013,7,16.1211373203882,14.7318012898384,6.79346613258001,17.288844119074
Side Effects (2013),0,106,R,30,98,2605,9303145,32172757,83,70,2013,2,16.0458630729992,17.2167079396264,7.86518795418747,17.2866305965067
Scary Movie 5,1,85,PG-13,20,105,3402,14157367,32015787,4,40,2013,4,16.465745682612,16.8112428315183,8.13211877295581,17.28173968286
The Mortal Instruments: City of Bones,1,120,PG-13,60,47,3118,9336957,31165421,12,59,2013,8,16.0494909541218,17.9098551201864,8.04494704961772,17.2548197368776
Delivery Man,1,105,PG-13,26,119,3036,7944977,30664106,38,49,2013,11,15.8880504630463,17.0736070959858,8.01829613851552,17.2386033428589
Grudge Match,1,113,PG-13,40,79,2856,7021993,29807260,29,50,2013,12,15.764557638843,17.5043900120782,7.95717732345948,17.2102625459652
One Direction: This is Us,0,92,PG,10,38,2735,15815497,28873374,63,80,2013,8,16.5765008400896,16.1180956509583,7.91388671485608,17.1784304135324
Kick-Ass 2,1,103,R,28,42,2945,13332955,28795985,29,60,2013,8,16.4057493480075,17.1477150681395,7.98786409608569,17.1757465256655
The Host (2013),0,125,PG-13,40,63,3202,10600112,26627201,8,50,2013,3,16.1763751250642,17.5043900120782,8.07153089355666,17.0974438452438
The World's End,0,109,R,20,105,1553,8811790,26004851,89,72,2013,8,15.9916011554811,16.8112428315183,7.34794382314869,17.0737936555055
21 and Over,0,93,R,13,77,2771,8754168,25682380,28,48,2013,3,15.9850404877757,16.3804599154258,7.92696354486298,17.0613157116193
Escape Plan,1,116,R,70,91,2883,9885732,25135965,49,57,2013,10,16.1066030634385,18.0640058000136,7.9665866976384,17.0398102470514
Don Jon,0,90,R,6,105,2422,8677009,24477704,81,60,2013,9,15.9761874419999,15.6072700271923,7.79234892411304,17.0132732203601
The Incredible Burt Wonderstone,1,100,PG-13,30,56,3160,10177257,22537881,36,33,2013,3,16.1356660828767,17.2167079396264,8.05832730658096,16.9307080515089
The Big Wedding,1,89,R,35,70,2633,7591663,21819348,7,41,2013,4,15.8425612294563,17.3708586194537,7.87587915949631,16.8983076570795
Baggage Claim,1,96,PG-13,8.5,84,2230,9031102,21569509,14,52,2013,9,16.0161849555994,15.9555767214605,7.70975686445417,16.8867912550094
Homefront,0,110,R,22,37,2570,6915241,20158898,42,62,2013,11,15.7492383742452,16.9065530113226,7.85166117788927,16.819156336975
Broken City,1,109,R,35,77,2622,8268908,19701164,28,41,2013,1,15.9280130147505,17.3708586194537,7.87169266432365,16.7961882782571
Beautiful Creatures (2013),1,132,PG-13,60,57,2950,7582595,19452138,46,54,2013,2,15.8413660473157,17.9098551201864,7.98956044933387,16.7834675448668
Runner Runner,1,91,R,30,66,3026,7706712,19316646,9,34,2013,10,15.857602195436,17.2167079396264,8.0149968943483,16.7764777691935
You're Next,1,96,R,1,56,2437,7020196,18494006,74,59,2013,8,15.7643016958402,13.8155105579643,7.79852305362521,16.7329572375492
Admission,0,117,PG-13,13,77,2161,6154984,18007317,38,33,2013,3,15.6327727180847,16.3804599154258,7.67832635650689,16.7062887332617
Parker,0,118,R,35,70,2238,7008222,17616641,41,49,2013,1,15.7625945891788,17.3708586194537,7.71333788887187,16.6843545246577
Dark Skies,1,97,PG-13,3.5,91,2313,8189166,17418667,39,49,2013,2,15.9183226191422,15.0682735264596,7.74630066223144,16.6730530052208
The Counselor,1,117,R,25,84,3044,7842930,16973715,35,24,2013,10,15.8751230469988,17.0343863828325,8.02092771898158,16.6471765289855
Jobs,0,122,PG-13,12,49,2381,6713900,16131410,27,41,2013,8,15.7196905621604,16.3004172077523,7.77527584648686,16.5962788610361
The Last Exorcism Part II,0,88,PG-13,5,35,2700,7728354,15179302,16,27,2013,3,15.8604064612788,15.4249484703984,7.90100705199242,16.5354433473199
The Last Stand,1,107,R,45,42,2913,6281433,12050299,60,54,2013,1,15.6531086971276,17.6221730477346,7.97693875695943,16.3046000308711
Out of the Furnace,0,106,R,22,65,2101,5220288,11330849,53,52,2013,12,15.4680631307507,16.9065530113226,7.650168700845,16.2430395640009
Dead Man Down,0,110,R,30,42,2188,5345250,10895295,38,47,2013,3,15.4917188740322,17.2167079396264,7.69074316354187,16.203841602635
Getaway (2013),1,94,PG-13,18,35,2135,4503892,10501938,2,36,2013,8,15.3204524698286,16.7058823158604,7.66622192566273,16.1670703695251
Bullet to the Head,1,91,R,55,42,2404,4548201,9489829,46,40,2013,2,15.3302423281266,17.8228437431967,7.7848892956551,16.0657311514564
Tyler Perry Presents Peeples,1,95,PG-13,15,35,2041,4611534,9177065,35,50,2013,5,15.3440711145029,16.5235607590665,7.62119516280985,16.0322179947008
Battle of the Year,1,109,PG-13,20,31,2008,4603177,8888355,6,50,2013,9,15.3422572752428,16.8112428315183,7.60489448081162,16.0002525509981
Movie 43,0,97,R,6,49,2023,4805878,8840453,4,24,2013,1,15.3853503100209,15.6072700271923,7.61233683716775,15.9948486776448
Machete Kills,0,107,R,20,35,2538,3837183,8008161,29,36,2013,10,15.1602490616023,16.8112428315183,7.83913164827433,15.8959717046702
Paranoia,0,115,PG-13,35,48,2459,3528376,7385015,5,36,2013,8,15.0763482663937,17.3708586194537,7.80751004221619,15.8149635050898
Black Nativity,1,92,PG,17.5,51,1525,3669530,7018189,48,53,2013,11,15.1155741464346,16.6777114388937,7.32974968904151,15.7640157655122
All Is Lost,0,100,PG-13,8.5,133,483,93583,6263670,93,63,2013,10,11.4466040220384,15.9555767214605,6.18001665365257,15.6502768332727
Pulling Strings,1,112,PG,20,49,438,2467168,5842961,58,73,2013,10,14.7185814920984,16.8112428315183,6.08221891037645,15.5807482468609
Closed Circuit,0,96,R,,30,870,2464931,5750401,42,31,2013,8,14.7176743731807,,6.76849321164863,15.5647801494723
Much Ado About Nothing (2013),0,107,PG-13,,126,222,171942,4328849,84,78,2013,6,12.0549124896254,,5.40267738187228,15.2808122447809
Frances Ha,0,86,R,,118,233,137398,4069826,93,77,2013,5,11.8306371026237,,5.4510384535657,15.2191108046621
The To-Do List,0,100,R,1.5,21,591,1579402,3491669,51,47,2013,7,14.2725568523485,14.2209756660724,6.3818160174061,15.0658904033619
Metallica Through the Never,0,93,R,18,31,589,1576561,3419967,78,76,2013,9,14.2707564505266,16.7058823158604,6.37842618365159,15.0451414598694
Emperor,0,98,PG-13,,98,311,1014099,3346265,31,46,2013,3,13.8295110915036,,5.73979291217923,15.0233553564365
Stand Up Guys,1,93,R,15,35,670,1486390,3310031,37,47,2013,2,14.2118609193549,16.5235607590665,6.50727771238501,15.0124681128683
The Fifth Estate,1,124,R,28,49,1769,1673351,3255008,37,38,2013,10,14.330338760713,17.1477150681395,7.47816969415979,14.9957052913791
In a World,0,93,R,0.8,119,144,70541,2963902,92,71,2013,8,11.1639493800434,13.5923670066501,4.969813299576,14.9020172014237
Home Run,0,113,PG-13,1.2,56,381,1582466,2861020,45,83,2013,4,14.2744949477776,13.9978321147582,5.9427993751267,14.8666887625706
Filly Brown,1,101,R,2,42,259,1478323,2850357,45,74,2013,4,14.2064188951798,14.5086577385242,5.55682806169954,14.862954807558
Grace Unplugged,0,102,PG,1.7,63,511,998145,2507201,50,82,2013,10,13.8136538353211,14.3461388090264,6.2363695902037,14.7346775494351
The Sapphires,1,98,PG-13,10,126,126,38372,2450867,91,76,2013,3,10.5550833059378,16.1180956509583,4.83628190695148,14.711952397472
I'm In Love With a Church Girl,0,118,PG,3,40,458,971826,2387730,6,67,2013,10,13.7869320550723,14.9141228466324,6.12686918411419,14.6858536817756
Trance,1,101,R,20,62,443,131145,2328743,68,63,2013,4,11.7840588602831,16.8112428315183,6.09356977004514,14.660839194989
The East,1,116,PG-13,6.5,69,195,77031,2301839,74,65,2013,5,11.2519632172178,15.6873127348659,5.27299955856375,14.6492189266348
The Christmas Candle,0,100,PG,7,49,392,68655,2258620,18,80,2013,11,11.1368492417559,15.7614207070196,5.97126183979046,14.6302645652754
Oldboy (2013),0,120,R,30,37,583,885382,2193658,42,38,2013,11,13.6937744692791,17.2167079396264,6.36818718635049,14.601081027995
Austenland,1,97,PG-13,7.6,140,274,40662,2159041,30,56,2013,8,10.6130492743642,15.8436588052566,5.61312810638807,14.5851746995899
The Saratov Approach,0,101,PG-13,,152,84,137226,2146999,,88,2013,10,11.8293844806934,,4.43081679884331,14.5795816110946
The Iceman (2013),0,105,R,10,91,258,87946,1969193,66,63,2013,5,11.3844782687449,16.1180956509583,5.55295958492162,14.4931343721168
Stoker,1,99,R,12,69,275,160547,1714221,69,61,2013,3,11.9863420135754,16.3004172077523,5.61677109766657,14.3544693079844
Unfinished Song,1,93,PG-13,,105,91,25728,1702668,64,70,2013,6,10.1553351719787,,4.51085950651685,14.3477069905515
Bless Me Ultima,0,106,PG-13,,48,263,470109,1553826,71,74,2013,2,13.0607198616918,,5.57215403217777,14.2562308345288
Disconnect,0,115,R,20,42,180,124000,1436900,68,76,2013,4,11.7280368445872,16.8112428315183,5.19295685089021,14.1779985732173
Girl Most Likely,0,103,PG-13,,56,351,694447,1378591,21,33,2013,7,13.4508711243696,,5.86078622346587,14.1365725210503
The Kings of Summer,0,93,R,1.5,56,65,58962,1315590,75,78,2013,5,10.9846484475905,14.2209756660724,4.17438726989564,14.0897957921736
The Invisible Woman,1,111,R,19.2,142,153,31948,1234254,76,46,2013,12,10.3718648600373,16.770420836998,5.03043792139244,14.0259772969504
The Lords of Salem,0,100,R,1.5,28,354,642942,1165882,45,30,2013,4,13.373809796974,14.2209756660724,5.86929691313377,13.9689884400853
Romeo and Juliet (2013),0,102,PG-13,24,56,461,520116,1162635,22,49,2013,10,13.1618071426027,16.9935643883122,6.13339804299665,13.9661995387335
What Maisie Knew,0,99,R,6,91,122,21480,1066471,87,80,2013,5,9.9748775486228,15.6072700271923,4.80402104473326,13.8798656247751
Thanks for Sharing,0,110,R,,42,269,536591,1065881,49,43,2013,9,13.1929914445632,,5.59471137960184,13.8793122452064
Phantom (2013),0,97,R,18,17,1118,508000,1034589,25,34,2013,3,13.1382367265606,16.7058823158604,7.01929665371504,13.8495148043667
Kill Your Darlings,1,104,R,,135,78,53452,1030064,76,61,2013,10,10.886539333901,,4.35670882668959,13.8451314941978
Short Term 12,0,96,R,1,182,75,56206,1013100,99,92,2013,8,10.936778791749,13.8155105579643,4.31748811353631,13.8285254950418
Ginger & Rosa,0,90,PG-13,20,84,99,42838,1012973,80,50,2013,3,10.6651808381311,16.8112428315183,4.59511985013459,13.8284001293712
Only God Forgives,0,89,R,4.8,49,81,313958,779188,40,37,2013,7,12.6570144979822,15.3841264758781,4.39444915467244,13.5660076307812
Parkland,0,93,PG-13,10,35,257,310246,653651,48,47,2013,10,12.6451208101554,16.1180956509583,5.54907608489522,13.3903288488596
To The Wonder,0,113,R,,91,60,116551,587615,45,38,2013,4,11.6660842244357,,4.0943445622221,13.2838272505258
The Reluctant Fundamentalist,0,128,R,15,48,58,30920,552959,54,63,2013,4,10.3391585027014,16.5235607590665,4.06044301054642,13.2230391367071
The Lost Medallion,0,97,PG,2.5,76,68,143532,549632,,53,2013,3,11.8743132858375,14.7318012898384,4.21950770517611,13.2170042423583
The Inevitable Defeat of Mister and Pete,1,108,R,3,21,147,254279,494608,90,88,2013,10,12.44618736837,14.9141228466324,4.99043258677874,13.1115208086253
Upstream Color,0,96,Unrated,,84,43,28649,444098,84,70,2013,4,10.2628738175198,,3.76120011569356,13.0038005377798
Ain't Them Bodies Saints,0,90,R,4,48,44,26419,396519,79,62,2013,8,10.1818387272464,15.2018049190842,3.78418963391826,12.8904792382028
At Any Price,1,105,R,4.5,100,81,16095,380594,50,33,2013,4,9.68626394373291,15.3195879547405,4.39444915467244,12.8494884691377
Lovelace,0,92,R,10,28,118,184536,356582,54,37,2013,8,12.1255998453801,16.1180956509583,4.77068462446567,12.7843195064126
Drinking Buddies,0,90,R,0.5,91,33,19505,343341,83,49,2013,8,9.87842612194076,13.1223633774043,3.49650756146648,12.7464794013855
Diana,0,113,PG-13,15,28,100,67754,335359,8,26,2013,11,11.1236387775895,16.5235607590665,4.60517018598809,12.7229568788001
